DECLARANT,PERIOD,QUANTITY_IMPORT,QUANTITY_EXPORT,CONSUMPTION_TON,CONSUMPTION_G,CONSUMPTION_AVOCADOS,POPULATION,AVOCADO_PP,AVOCADO_PP_G
Slovakia,Jul. 2015,36.7,0.2,36.5,36500000,202777.7778,5421349,0.0374,6.732641636
Slovakia,Aug. 2015,39.2,0.2,39,39000000,216666.6667,5421349,0.04,7.193781474
Slovakia,Sep. 2015,47.2,0.2,47,47000000,261111.1111,5421349,0.0482,8.669428956
Slovakia,Oct. 2015,73.1,0.2,72.9,72900000,405000,5421349,0.0747,13.44683768
Slovakia,Nov. 2015,151.8,0.2,151.6,151600000,842222.2222,5421349,0.1554,27.96351978
Slovakia,Dec. 2015,185.5,0.4,185.1,185100000,1028333.333,5421349,0.1897,34.14279361
Slovakia,TOTAL,941.5,3,938.5,938500000,5213888.889,5421349,0.9617,173.1118952
Hungary,Jan. 2015,188.5,19.6,168.9,168900000,938333.3333,9855571,0.0952,17.13751542
Hungary,Feb. 2015,195.4,18.6,176.8,176800000,982222.2222,9855571,0.0997,17.93909252
Hungary,Mar. 2015,265.1,12.7,252.4,252400000,1402222.222,9855571,0.1423,25.60988095
Hungary,Apr. 2015,130.3,5.7,124.6,124600000,692222.2222,9855571,0.0702,12.64259575
Hungary,May. 2015,162.8,14,148.8,148800000,826666.6667,9855571,0.0839,15.09805977
Hungary,Jun. 2015,141.1,9,132.1,132100000,733888.8889,9855571,0.0745,13.40358666
Hungary,Jul. 2015,83,19.1,63.9,63900000,355000,9855571,0.036,6.483642602
Hungary,Aug. 2015,65.4,11.6,53.8,53800000,298888.8889,9855571,0.0303,5.458841502
Hungary,Sep. 2015,88.3,13.2,75.1,75100000,417222.2222,9855571,0.0423,7.620055703
Hungary,Oct. 2015,169.4,14.1,155.3,155300000,862777.7778,9855571,0.0875,15.75758523
Hungary,Nov. 2015,178.8,44.2,134.6,134600000,747777.7778,9855571,0.0759,13.6572503
Hungary,Dec. 2015,94.8,12.2,82.6,82600000,458888.8889,9855571,0.0466,8.381046618
Hungary,TOTAL,1762.9,194,1568.9,1568900000,8716111.111,9855571,0.8844,159.189153
Romania,Jan. 2015,306.8,2.9,303.9,303900000,1688333.333,19870647,0.085,15.29391569
Romania,Feb. 2015,275.9,2.3,273.6,273600000,1520000,19870647,0.0765,13.76905342
Romania,Mar. 2015,295.6,2.8,292.8,292800000,1626666.667,19870647,0.0819,14.73530278
Romania,Apr. 2015,209.4,4.4,205,205000000,1138888.889,19870647,0.0573,10.31672497
Romania,May. 2015,226.6,3.3,223.3,223300000,1240555.556,19870647,0.0624,11.23768139
Romania,Jun. 2015,227.5,0,227.5,227500000,1263888.889,19870647,0.0636,11.44904844
Romania,Jul. 2015,128.4,0,128.4,128400000,713333.3333,19870647,0.0359,6.461792613
Romania,Aug. 2015,161.1,0,161.1,161100000,895000,19870647,0.045,8.107436059
Romania,Sep. 2015,128.2,0.1,128.1,128100000,711666.6667,19870647,0.0358,6.446694967
Romania,Oct. 2015,250.4,0,250.4,250400000,1391111.111,19870647,0.07,12.60150211
Romania,Nov. 2015,401,0.1,400.9,400900000,2227222.222,19870647,0.1121,20.17548799
Romania,Dec. 2015,401.6,1,400.6,400600000,2225555.556,19870647,0.112,20.16039035
Romania,TOTAL,3012.5,16.9,2995.6,2995600000,16642222.22,19870647,0.8375,150.7550308
Bulgaria,Jan. 2015,104.2,0.4,103.8,103800000,576666.6667,7202198,0.0801,14.41226692
Bulgaria,Feb. 2015,79.2,1.1,78.1,78100000,433888.8889,7202198,0.0602,10.84391182
Bulgaria,Mar. 2015,88.8,8.5,80.3,80300000,446111.1111,7202198,0.0619,11.14937412
Bulgaria,Apr. 2015,64.1,2.8,61.3,61300000,340555.5556,7202198,0.0473,8.511290581
Bulgaria,May. 2015,66.3,1.4,64.9,64900000,360555.5556,7202198,0.0501,9.011137989
Bulgaria,Jun. 2015,64.9,1.5,63.4,63400000,352222.2222,7202198,0.0489,8.802868236
Bulgaria,Jul. 2015,55.9,0.5,55.4,55400000,307777.7778,7202198,0.0427,7.692096218
Bulgaria,Aug. 2015,57.1,4.5,52.6,52600000,292222.2222,7202198,0.0406,7.303326012
Bulgaria,Sep. 2015,35,0.6,34.4,34400000,191111.1111,7202198,0.0265,4.776319674
Bulgaria,Oct. 2015,64.4,0.6,63.8,63800000,354444.4444,7202198,0.0492,8.858406836
Bulgaria,Nov. 2015,88.5,1.6,86.9,86900000,482777.7778,7202198,0.067,12.06576104
Bulgaria,Dec. 2015,82.6,2.4,80.2,80200000,445555.5556,7202198,0.0619,11.13548947
Bulgaria,TOTAL,851,25.9,825.1,825100000,4583888.889,7202198,0.6365,114.5622489
Slovenia,Jan. 2015,270.5,222,48.5,48500000,269444.4444,2062874,0.1306,23.51088821
Slovenia,Feb. 2015,252.9,204.2,48.7,48700000,270555.5556,2062874,0.1312,23.60784032
Slovenia,Mar. 2015,244.5,204.6,39.9,39900000,221666.6667,2062874,0.1075,19.34194721
Slovenia,Apr. 2015,96.9,37.5,59.4,59400000,330000,2062874,0.16,28.79477855
Slovenia,May. 2015,63.1,13.1,50,50000000,277777.7778,2062874,0.1347,24.23802908
Slovenia,Jun. 2015,71.3,16.7,54.6,54600000,303333.3333,2062874,0.147,26.46792776
Slovenia,Jul. 2015,43.5,14.3,29.2,29200000,162222.2222,2062874,0.0786,14.15500898
Slovenia,Aug. 2015,38.5,12.5,26,26000000,144444.4444,2062874,0.07,12.60377512
Slovenia,Sep. 2015,61.6,24.9,36.7,36700000,203888.8889,2062874,0.0988,17.79071334
Slovenia,Oct. 2015,291.8,230.4,61.4,61400000,341111.1111,2062874,0.1654,29.76429971
Slovenia,Nov. 2015,411.7,388.3,23.4,23400000,130000,2062874,0.063,11.34339761
Slovenia,Dec. 2015,633.4,584.6,48.8,48800000,271111.1111,2062874,0.1314,23.65631638
Slovenia,TOTAL,2479.7,1953.1,526.6,526600000,2925555.556,2062874,1.4182,255.2749223
Croatia,Jan. 2015,40.2,0.3,39.9,39900000,221666.6667,4225316,0.0525,9.443080707
Croatia,Feb. 2015,35.6,0.1,35.5,35500000,197222.2222,4225316,0.0467,8.401738474
Croatia,Mar. 2015,43.2,0,43.2,43200000,240000,4225316,0.0568,10.22408738
Croatia,Apr. 2015,35.2,0.1,35.1,35100000,195000,4225316,0.0462,8.307070998
Croatia,May. 2015,27.8,0,27.8,27800000,154444.4444,4225316,0.0366,6.579389565
Croatia,Jun. 2015,28.8,0.1,28.7,28700000,159444.4444,4225316,0.0377,6.792391386
Croatia,Jul. 2015,45.5,0,45.5,45500000,252777.7778,4225316,0.0598,10.76842537
Croatia,Aug. 2015,41.4,0,41.4,41400000,230000,4225316,0.0544,9.798083741
Croatia,Sep. 2015,29.5,0,29.5,29500000,163888.8889,4225316,0.0388,6.981726337
Croatia,Oct. 2015,22.6,0.1,22.5,22500000,125000,4225316,0.0296,5.325045511
Croatia,Nov. 2015,37.6,0.4,37.2,37200000,206666.6667,4225316,0.0489,8.804075245
Croatia,Dec. 2015,31.5,0.2,31.3,31300000,173888.8889,4225316,0.0412,7.407729978
Croatia,TOTAL,418.9,1.3,417.6,417600000,2320000,4225316,0.5491,98.83284469
Cyprus,Jan. 2015,6.5,0,6.5,6500000,36111.11111,847008,0.0426,7.674071555
Cyprus,Feb. 2015,5.3,0,5.3,5300000,29444.44444,847008,0.0348,6.257319884
Cyprus,Mar. 2015,10.3,0,10.3,10300000,57222.22222,847008,0.0676,12.16045185
Cyprus,Apr. 2015,12,0,12,12000000,66666.66667,847008,0.0787,14.16751672
Cyprus,May. 2015,26.4,0,26.4,26400000,146666.6667,847008,0.1732,31.16853678
Cyprus,Jun. 2015,49.4,0,49.4,49400000,274444.4444,847008,0.324,58.32294382
Cyprus,Jul. 2015,61.3,0,61.3,61300000,340555.5556,847008,0.4021,72.3723979
Cyprus,Aug. 2015,72.5,0,72.5,72500000,402777.7778,847008,0.4755,85.5954135
Cyprus,Sep. 2015,50.4,0,50.4,50400000,280000,847008,0.3306,59.50357021
Cyprus,Oct. 2015,5.8,0,5.8,5800000,32222.22222,847008,0.038,6.84763308
Cyprus,Nov. 2015,9.6,0,9.6,9600000,53333.33333,847008,0.063,11.33401337
Cyprus,Dec. 2015,7.9,0,7.9,7900000,43888.88889,847008,0.0518,9.326948506
Cyprus,TOTAL,317.4,0,317.4,317400000,1763333.333,847008,2.0818,374.7308172
