CODE,DECLARANT,YEAR,MONTH,PERIOD,IMPORT_QUANTITY_TON,EXPORT_QUANTITY_TON,CONSUMPTION_TON,CONSUMPTION_G,CONSUMPTION_AVO,POPULATION_SIZE,CONSUMPTION_AVO_PP
DNK,008 Denmark,2011,Feb,201102 Feb. 2011,920.50,14.40,906.10,906100000.00,5033888.89,5560628,0.9053
DNK,008 Denmark,2011,Mrt,201103 Mar. 2011,1225.80,63.30,1162.50,1162500000.00,6458333.33,5560628,1.1614
DNK,008 Denmark,2011,Apr,201104 Apr. 2011,855.20,108.40,746.80,746800000.00,4148888.89,5560628,0.7461
DNK,008 Denmark,2011,Mei,201105 May. 2011,951.50,115.50,836.00,836000000.00,4644444.44,5560628,0.8352
DNK,008 Denmark,2011,Jun,201106 Jun. 2011,932.30,68.40,863.90,863900000.00,4799444.44,5560628,0.8631
DNK,008 Denmark,2011,Jul,201107 Jul. 2011,814.40,93.60,720.80,720800000.00,4004444.44,5560628,0.7201
DNK,008 Denmark,2011,Aug,201108 Aug. 2011,720.20,47.10,673.10,673100000.00,3739444.44,5560628,0.6725
DNK,008 Denmark,2011,Sep,201109 Sep. 2011,717.60,12.80,704.80,704800000.00,3915555.56,5560628,0.7042
DNK,008 Denmark,2011,Okt,201110 Oct. 2011,829.20,12.70,816.50,816500000.00,4536111.11,5560628,0.8158
DNK,008 Denmark,2011,Nov,201111 Nov. 2011,732.10,13.80,718.30,718300000.00,3990555.56,5560628,0.7176
DNK,008 Denmark,2011,Dec,201112 Dec. 2011,803.40,16.80,786.60,786600000.00,4370000.00,5560628,0.7859
DNK,008 Denmark,2012,Jan,201201 Jan. 2012,779.00,10.30,768.70,768700000.00,4270555.56,5580516,0.7653
DNK,008 Denmark,2012,Feb,201202 Feb. 2012,1271.90,24.80,1247.10,1247100000.00,6928333.33,5580516,1.2415
DNK,008 Denmark,2012,Mrt,201203 Mar. 2012,1031.40,28.90,1002.50,1002500000.00,5569444.44,5580516,0.9980
DNK,008 Denmark,2012,Apr,201204 Apr. 2012,763.20,11.10,752.10,752100000.00,4178333.33,5580516,0.7487
DNK,008 Denmark,2012,Mei,201205 May. 2012,901.50,17.40,884.10,884100000.00,4911666.67,5580516,0.8801
DNK,008 Denmark,2012,Jun,201206 Jun. 2012,1223.20,27.60,1195.60,1195600000.00,6642222.22,5580516,1.1903
DNK,008 Denmark,2012,Jul,201207 Jul. 2012,1049.00,37.30,1011.70,1011700000.00,5620555.56,5580516,1.0072
DNK,008 Denmark,2012,Aug,201208 Aug. 2012,1209.00,10.90,1198.10,1198100000.00,6656111.11,5580516,1.1927
DNK,008 Denmark,2012,Sep,201209 Sep. 2012,930.70,10.60,920.10,920100000.00,5111666.67,5580516,0.9160
DNK,008 Denmark,2012,Okt,201210 Oct. 2012,918.80,7.30,911.50,911500000.00,5063888.89,5580516,0.9074
DNK,008 Denmark,2012,Nov,201211 Nov. 2012,960.50,47.00,913.50,913500000.00,5075000.00,5580516,0.9094
DNK,008 Denmark,2012,Dec,201212 Dec. 2012,817.50,31.90,785.60,785600000.00,4364444.44,5580516,0.7821
DNK,008 Denmark,2013,Jan,201301 Jan. 2013,1089.60,44.60,1045.00,1045000000.00,5805555.56,5602628,1.0362
DNK,008 Denmark,2013,Feb,201302 Feb. 2013,1140.00,31.20,1108.80,1108800000.00,6160000.00,5602628,1.0995
DNK,008 Denmark,2013,Mrt,201303 Mar. 2013,1271.10,86.40,1184.70,1184700000.00,6581666.67,5602628,1.1747
DNK,008 Denmark,2013,Apr,201304 Apr. 2013,1151.50,18.40,1133.10,1133100000.00,6295000.00,5602628,1.1236
DNK,008 Denmark,2013,Mei,201305 May. 2013,1088.90,51.90,1037.00,1037000000.00,5761111.11,5602628,1.0283
DNK,008 Denmark,2013,Jun,201306 Jun. 2013,695.30,12.40,682.90,682900000.00,3793888.89,5602628,0.6772
DNK,008 Denmark,2013,Jul,201307 Jul. 2013,744.60,20.20,724.40,724400000.00,4024444.44,5602628,0.7183
DNK,008 Denmark,2013,Aug,201308 Aug. 2013,734.10,16.60,717.50,717500000.00,3986111.11,5602628,0.7115
DNK,008 Denmark,2013,Sep,201309 Sep. 2013,586.80,11.60,575.20,575200000.00,3195555.56,5602628,0.5704
DNK,008 Denmark,2013,Okt,201310 Oct. 2013,478.40,13.10,465.30,465300000.00,2585000.00,5602628,0.4614
DNK,008 Denmark,2013,Nov,201311 Nov. 2013,405.80,14.50,391.30,391300000.00,2173888.89,5602628,0.3880
DNK,008 Denmark,2013,Dec,201312 Dec. 2013,719.10,25.10,694.00,694000000.00,3855555.56,5602628,0.6882
DNK,008 Denmark,2014,Jan,201401 Jan. 2014,993.30,17.30,976.00,976000000.00,5422222.22,5627235,0.9636
DNK,008 Denmark,2014,Feb,201402 Feb. 2014,790.60,27.80,762.80,762800000.00,4237777.78,5627235,0.7531
DNK,008 Denmark,2014,Mrt,201403 Mar. 2014,934.60,18.20,916.40,916400000.00,5091111.11,5627235,0.9047
DNK,008 Denmark,2014,Apr,201404 Apr. 2014,827.90,18.20,809.70,809700000.00,4498333.33,5627235,0.7994
DNK,008 Denmark,2014,Mei,201405 May. 2014,1035.70,21.30,1014.40,1014400000.00,5635555.56,5627235,1.0015
DNK,008 Denmark,2014,Jun,201406 Jun. 2014,917.40,20.30,897.10,897100000.00,4983888.89,5627235,0.8857
DNK,008 Denmark,2014,Jul,201407 Jul. 2014,663.60,20.60,643.00,643000000.00,3572222.22,5627235,0.6348
DNK,008 Denmark,2014,Aug,201408 Aug. 2014,1036.60,27.10,1009.50,1009500000.00,5608333.33,5627235,0.9966
DNK,008 Denmark,2014,Sep,201409 Sep. 2014,965.30,21.30,944.00,944000000.00,5244444.44,5627235,0.9320
DNK,008 Denmark,2014,Okt,201410 Oct. 2014,950.00,27.20,922.80,922800000.00,5126666.67,5627235,0.9110
DNK,008 Denmark,2014,Nov,201411 Nov. 2014,982.00,20.00,962.00,962000000.00,5344444.44,5627235,0.9497
DNK,008 Denmark,2014,Dec,201412 Dec. 2014,881.00,21.30,859.70,859700000.00,4776111.11,5627235,0.8487
DNK,008 Denmark,2015,Jan,201501 Jan. 2015,1151.80,26.40,1125.40,1125400000.00,6252222.22,5659715,1.1047
DNK,008 Denmark,2015,Feb,201502 Feb. 2015,963.40,23.50,939.90,939900000.00,5221666.67,5659715,0.9226
DNK,008 Denmark,2015,Mrt,201503 Mar. 2015,1160.90,30.80,1130.10,1130100000.00,6278333.33,5659715,1.1093
DNK,008 Denmark,2015,Apr,201504 Apr. 2015,1284.40,33.20,1251.20,1251200000.00,6951111.11,5659715,1.2282
DNK,008 Denmark,2015,Mei,201505 May. 2015,1125.20,27.70,1097.50,1097500000.00,6097222.22,5659715,1.0773
DNK,008 Denmark,2015,Jun,201506 Jun. 2015,1276.90,34.40,1242.50,1242500000.00,6902777.78,5659715,1.2196
DNK,008 Denmark,2015,Jul,201507 Jul. 2015,1067.20,33.80,1033.40,1033400000.00,5741111.11,5659715,1.0144
DNK,008 Denmark,2015,Aug,201508 Aug. 2015,1443.00,41.40,1401.60,1401600000.00,7786666.67,5659715,1.3758
DNK,008 Denmark,2015,Sep,201509 Sep. 2015,1294.60,31.60,1263.00,1263000000.00,7016666.67,5659715,1.2398
DNK,008 Denmark,2015,Okt,201510 Oct. 2015,1183.20,27.50,1155.70,1155700000.00,6420555.56,5659715,1.1344
DNK,008 Denmark,2015,Nov,201511 Nov. 2015,1101.90,28.40,1073.50,1073500000.00,5963888.89,5659715,1.0537
DNK,008 Denmark,2015,Dec,201512 Dec. 2015,1137.70,24.60,1113.10,1113100000.00,6183888.89,5659715,1.0926
GRC,009 Greece,2010,Jan,201001 Jan. 2010,25.40,69.30,-43.90,-43900000.00,-243888.89,11119289,-0.0219
GRC,009 Greece,2010,Feb,201002 Feb. 2010,39.30,100.90,-61.60,-61600000.00,-342222.22,11119289,-0.0308
GRC,009 Greece,2010,Mrt,201003 Mar. 2010,42.00,39.00,3.00,3000000.00,16666.67,11119289,0.0015
GRC,009 Greece,2010,Apr,201004 Apr. 2010,36.10,182.70,-146.60,-146600000.00,-814444.44,11119289,-0.0732
GRC,009 Greece,2010,Mei,201005 May. 2010,32.60,193.80,-161.20,-161200000.00,-895555.56,11119289,-0.0805
GRC,009 Greece,2010,Jun,201006 Jun. 2010,89.10,124.70,-35.60,-35600000.00,-197777.78,11119289,-0.0178
GRC,009 Greece,2010,Jul,201007 Jul. 2010,70.10,21.20,48.90,48900000.00,271666.67,11119289,0.0244
GRC,009 Greece,2010,Aug,201008 Aug. 2010,104.50,20.20,84.30,84300000.00,468333.33,11119289,0.0421
GRC,009 Greece,2010,Sep,201009 Sep. 2010,120.10,22.20,97.90,97900000.00,543888.89,11119289,0.0489
GRC,009 Greece,2010,Okt,201010 Oct. 2010,80.70,9.40,71.30,71300000.00,396111.11,11119289,0.0356
GRC,009 Greece,2010,Nov,201011 Nov. 2010,41.90,43.90,-2.00,-2000000.00,-11111.11,11119289,-0.0010
GRC,009 Greece,2010,Dec,201012 Dec. 2010,39.20,34.30,4.90,4900000.00,27222.22,11119289,0.0024
GRC,009 Greece,2011,Jan,201101 Jan. 2011,29.30,92.10,-62.80,-62800000.00,-348888.89,11123392,-0.0314
GRC,009 Greece,2011,Feb,201102 Feb. 2011,62.40,47.20,15.20,15200000.00,84444.44,11123392,0.0076
GRC,009 Greece,2011,Mrt,201103 Mar. 2011,58.70,11.70,47.00,47000000.00,261111.11,11123392,0.0235
GRC,009 Greece,2011,Apr,201104 Apr. 2011,75.40,63.30,12.10,12100000.00,67222.22,11123392,0.0060
GRC,009 Greece,2011,Mei,201105 May. 2011,115.30,49.70,65.60,65600000.00,364444.44,11123392,0.0328
GRC,009 Greece,2011,Jun,201106 Jun. 2011,89.40,24.80,64.60,64600000.00,358888.89,11123392,0.0323
GRC,009 Greece,2011,Jul,201107 Jul. 2011,115.40,9.40,106.00,106000000.00,588888.89,11123392,0.0529
GRC,009 Greece,2011,Aug,201108 Aug. 2011,133.40,46.60,86.80,86800000.00,482222.22,11123392,0.0434
GRC,009 Greece,2011,Sep,201109 Sep. 2011,99.40,30.00,69.40,69400000.00,385555.56,11123392,0.0347
GRC,009 Greece,2011,Okt,201110 Oct. 2011,58.00,6.90,51.10,51100000.00,283888.89,11123392,0.0255
GRC,009 Greece,2011,Nov,201111 Nov. 2011,155.50,44.20,111.30,111300000.00,618333.33,11123392,0.0556
GRC,009 Greece,2011,Dec,201112 Dec. 2011,38.10,15.70,22.40,22400000.00,124444.44,11123392,0.0112
GRC,009 Greece,2012,Jan,201201 Jan. 2012,32.70,98.10,-65.40,-65400000.00,-363333.33,11086406,-0.0328
GRC,009 Greece,2012,Feb,201202 Feb. 2012,55.50,54.40,1.10,1100000.00,6111.11,11086406,0.0006
GRC,009 Greece,2012,Mrt,201203 Mar. 2012,48.00,123.10,-75.10,-75100000.00,-417222.22,11086406,-0.0376
GRC,009 Greece,2012,Apr,201204 Apr. 2012,66.90,96.20,-29.30,-29300000.00,-162777.78,11086406,-0.0147
GRC,009 Greece,2012,Mei,201205 May. 2012,104.60,62.10,42.50,42500000.00,236111.11,11086406,0.0213
GRC,009 Greece,2012,Jun,201206 Jun. 2012,118.90,41.70,77.20,77200000.00,428888.89,11086406,0.0387
GRC,009 Greece,2012,Jul,201207 Jul. 2012,123.40,35.30,88.10,88100000.00,489444.44,11086406,0.0441
GRC,009 Greece,2012,Aug,201208 Aug. 2012,86.10,17.10,69.00,69000000.00,383333.33,11086406,0.0346
GRC,009 Greece,2012,Sep,201209 Sep. 2012,92.50,16.40,76.10,76100000.00,422777.78,11086406,0.0381
GRC,009 Greece,2012,Okt,201210 Oct. 2012,56.80,29.30,27.50,27500000.00,152777.78,11086406,0.0138
GRC,009 Greece,2012,Nov,201211 Nov. 2012,6.20,64.90,-58.70,-58700000.00,-326111.11,11086406,-0.0294
GRC,009 Greece,2012,Dec,201212 Dec. 2012,56.20,43.50,12.70,12700000.00,70555.56,11086406,0.0064
GRC,009 Greece,2013,Jan,201301 Jan. 2013,29.20,41.50,-12.30,-12300000.00,-68333.33,11003615,-0.0062
GRC,009 Greece,2013,Feb,201302 Feb. 2013,45.20,48.50,-3.30,-3300000.00,-18333.33,11003615,-0.0017
GRC,009 Greece,2013,Mrt,201303 Mar. 2013,136.50,125.90,10.60,10600000.00,58888.89,11003615,0.0054
GRC,009 Greece,2013,Apr,201304 Apr. 2013,151.10,44.70,106.40,106400000.00,591111.11,11003615,0.0537
GRC,009 Greece,2013,Mei,201305 May. 2013,117.10,30.10,87.00,87000000.00,483333.33,11003615,0.0439
GRC,009 Greece,2013,Jun,201306 Jun. 2013,142.70,13.00,129.70,129700000.00,720555.56,11003615,0.0655
GRC,009 Greece,2013,Jul,201307 Jul. 2013,108.20,17.50,90.70,90700000.00,503888.89,11003615,0.0458
GRC,009 Greece,2013,Aug,201308 Aug. 2013,124.50,11.70,112.80,112800000.00,626666.67,11003615,0.0570
GRC,009 Greece,2013,Sep,201309 Sep. 2013,174.30,19.00,155.30,155300000.00,862777.78,11003615,0.0784
GRC,009 Greece,2013,Okt,201310 Oct. 2013,40.30,44.00,-3.70,-3700000.00,-20555.56,11003615,-0.0019
GRC,009 Greece,2013,Nov,201311 Nov. 2013,31.30,48.70,-17.40,-17400000.00,-96666.67,11003615,-0.0088
GRC,009 Greece,2013,Dec,201312 Dec. 2013,64.60,77.30,-12.70,-12700000.00,-70555.56,11003615,-0.0064
GRC,009 Greece,2014,Jan,201401 Jan. 2014,21.10,83.40,-62.30,-62300000.00,-346111.11,10926807,-0.0317
GRC,009 Greece,2014,Feb,201402 Feb. 2014,37.80,71.20,-33.40,-33400000.00,-185555.56,10926807,-0.0170
GRC,009 Greece,2014,Mrt,201403 Mar. 2014,69.30,155.60,-86.30,-86300000.00,-479444.44,10926807,-0.0439
GRC,009 Greece,2014,Apr,201404 Apr. 2014,187.40,85.30,102.10,102100000.00,567222.22,10926807,0.0519
GRC,009 Greece,2014,Mei,201405 May. 2014,186.20,66.90,119.30,119300000.00,662777.78,10926807,0.0607
GRC,009 Greece,2014,Jun,201406 Jun. 2014,250.80,38.40,212.40,212400000.00,1180000.00,10926807,0.1080
GRC,009 Greece,2014,Jul,201407 Jul. 2014,177.20,44.70,132.50,132500000.00,736111.11,10926807,0.0674
GRC,009 Greece,2014,Aug,201408 Aug. 2014,159.60,24.40,135.20,135200000.00,751111.11,10926807,0.0687
GRC,009 Greece,2014,Sep,201409 Sep. 2014,153.50,31.40,122.10,122100000.00,678333.33,10926807,0.0621
GRC,009 Greece,2014,Okt,201410 Oct. 2014,97.30,42.30,55.00,55000000.00,305555.56,10926807,0.0280
GRC,009 Greece,2014,Nov,201411 Nov. 2014,27.40,48.50,-21.10,-21100000.00,-117222.22,10926807,-0.0107
GRC,009 Greece,2014,Dec,201412 Dec. 2014,37.90,89.10,-51.20,-51200000.00,-284444.44,10926807,-0.0260
GRC,009 Greece,2015,Jan,201501 Jan. 2015,37.20,80.50,-43.30,-43300000.00,-240555.56,10858018,-0.0222
GRC,009 Greece,2015,Feb,201502 Feb. 2015,51.70,94.40,-42.70,-42700000.00,-237222.22,10858018,-0.0218
GRC,009 Greece,2015,Mrt,201503 Mar. 2015,137.30,96.90,40.40,40400000.00,224444.44,10858018,0.0207
GRC,009 Greece,2015,Apr,201504 Apr. 2015,202.50,87.40,115.10,115100000.00,639444.44,10858018,0.0589
GRC,009 Greece,2015,Mei,201505 May. 2015,327.60,86.40,241.20,241200000.00,1340000.00,10858018,0.1234
GRC,009 Greece,2015,Jun,201506 Jun. 2015,227.60,36.80,190.80,190800000.00,1060000.00,10858018,0.0976
GRC,009 Greece,2015,Jul,201507 Jul. 2015,170.60,20.40,150.20,150200000.00,834444.44,10858018,0.0769
GRC,009 Greece,2015,Aug,201508 Aug. 2015,170.10,61.60,108.50,108500000.00,602777.78,10858018,0.0555
GRC,009 Greece,2015,Sep,201509 Sep. 2015,153.60,43.60,110.00,110000000.00,611111.11,10858018,0.0563
GRC,009 Greece,2015,Okt,201510 Oct. 2015,111.60,70.50,41.10,41100000.00,228333.33,10858018,0.0210
GRC,009 Greece,2015,Nov,201511 Nov. 2015,22.90,103.80,-80.90,-80900000.00,-449444.44,10858018,-0.0414
GRC,009 Greece,2015,Dec,201512 Dec. 2015,5.00,109.70,-104.70,-104700000.00,-581666.67,10858018,-0.0536
PRT,010 Portugal,2010,Jan,201001 Jan. 2010,18.40,0.10,18.30,18300000.00,101666.67,10573479,0.0096
PRT,010 Portugal,2010,Feb,201002 Feb. 2010,19.20,0.10,19.10,19100000.00,106111.11,10573479,0.0100
PRT,010 Portugal,2010,Mrt,201003 Mar. 2010,21.50,0.50,21.00,21000000.00,116666.67,10573479,0.0110
PRT,010 Portugal,2010,Apr,201004 Apr. 2010,48.00,0.20,47.80,47800000.00,265555.56,10573479,0.0251
PRT,010 Portugal,2010,Mei,201005 May. 2010,48.00,0.20,47.80,47800000.00,265555.56,10573479,0.0251
PRT,010 Portugal,2010,Jun,201006 Jun. 2010,47.90,0.20,47.70,47700000.00,265000.00,10573479,0.0251
PRT,010 Portugal,2010,Jul,201007 Jul. 2010,113.10,44.30,68.80,68800000.00,382222.22,10573479,0.0361
PRT,010 Portugal,2010,Aug,201008 Aug. 2010,114.40,44.20,70.20,70200000.00,390000.00,10573479,0.0369
PRT,010 Portugal,2010,Sep,201009 Sep. 2010,71.30,0.10,71.20,71200000.00,395555.56,10573479,0.0374
PRT,010 Portugal,2010,Okt,201010 Oct. 2010,108.50,0.00,108.50,108500000.00,602777.78,10573479,0.0570
PRT,010 Portugal,2010,Nov,201011 Nov. 2010,47.50,0.20,47.30,47300000.00,262777.78,10573479,0.0249
PRT,010 Portugal,2010,Dec,201012 Dec. 2010,62.80,0.90,61.90,61900000.00,343888.89,10573479,0.0325
PRT,010 Portugal,2011,Jan,201101 Jan. 2011,72.90,50.10,22.80,22800000.00,126666.67,10572721,0.0120
PRT,010 Portugal,2011,Feb,201102 Feb. 2011,31.50,79.30,-47.80,-47800000.00,-265555.56,10572721,-0.0251
PRT,010 Portugal,2011,Mrt,201103 Mar. 2011,28.60,99.50,-70.90,-70900000.00,-393888.89,10572721,-0.0373
PRT,010 Portugal,2011,Apr,201104 Apr. 2011,17.20,110.50,-93.30,-93300000.00,-518333.33,10572721,-0.0490
PRT,010 Portugal,2011,Mei,201105 May. 2011,33.10,77.70,-44.60,-44600000.00,-247777.78,10572721,-0.0234
PRT,010 Portugal,2011,Jun,201106 Jun. 2011,42.50,17.00,25.50,25500000.00,141666.67,10572721,0.0134
PRT,010 Portugal,2011,Jul,201107 Jul. 2011,60.60,0.10,60.50,60500000.00,336111.11,10572721,0.0318
PRT,010 Portugal,2011,Aug,201108 Aug. 2011,73.00,2.40,70.60,70600000.00,392222.22,10572721,0.0371
PRT,010 Portugal,2011,Sep,201109 Sep. 2011,56.80,0.10,56.70,56700000.00,315000.00,10572721,0.0298
PRT,010 Portugal,2011,Okt,201110 Oct. 2011,45.80,0.30,45.50,45500000.00,252777.78,10572721,0.0239
PRT,010 Portugal,2011,Nov,201111 Nov. 2011,18.50,24.40,-5.90,-5900000.00,-32777.78,10572721,-0.0031
PRT,010 Portugal,2011,Dec,201112 Dec. 2011,17.50,32.40,-14.90,-14900000.00,-82777.78,10572721,-0.0078
PRT,010 Portugal,2012,Jan,201201 Jan. 2012,5.60,36.10,-30.50,-30500000.00,-169444.44,10542398,-0.0161
PRT,010 Portugal,2012,Feb,201202 Feb. 2012,7.60,74.80,-67.20,-67200000.00,-373333.33,10542398,-0.0354
PRT,010 Portugal,2012,Mrt,201203 Mar. 2012,13.10,97.60,-84.50,-84500000.00,-469444.44,10542398,-0.0445
PRT,010 Portugal,2012,Apr,201204 Apr. 2012,14.70,269.90,-255.20,-255200000.00,-1417777.78,10542398,-0.1345
PRT,010 Portugal,2012,Mei,201205 May. 2012,46.20,67.00,-20.80,-20800000.00,-115555.56,10542398,-0.0110
PRT,010 Portugal,2012,Jun,201206 Jun. 2012,52.40,28.50,23.90,23900000.00,132777.78,10542398,0.0126
PRT,010 Portugal,2012,Jul,201207 Jul. 2012,74.30,32.30,42.00,42000000.00,233333.33,10542398,0.0221
PRT,010 Portugal,2012,Aug,201208 Aug. 2012,95.40,0.00,95.40,95400000.00,530000.00,10542398,0.0503
PRT,010 Portugal,2012,Sep,201209 Sep. 2012,58.40,0.40,58.00,58000000.00,322222.22,10542398,0.0306
PRT,010 Portugal,2012,Okt,201210 Oct. 2012,89.80,0.00,89.80,89800000.00,498888.89,10542398,0.0473
PRT,010 Portugal,2012,Nov,201211 Nov. 2012,95.30,0.10,95.20,95200000.00,528888.89,10542398,0.0502
PRT,010 Portugal,2012,Dec,201212 Dec. 2012,105.90,0.10,105.80,105800000.00,587777.78,10542398,0.0558
PRT,010 Portugal,2013,Jan,201301 Jan. 2013,93.10,2.00,91.10,91100000.00,506111.11,10487289,0.0483
PRT,010 Portugal,2013,Feb,201302 Feb. 2013,60.90,19.90,41.00,41000000.00,227777.78,10487289,0.0217
PRT,010 Portugal,2013,Mrt,201303 Mar. 2013,38.10,13.50,24.60,24600000.00,136666.67,10487289,0.0130
PRT,010 Portugal,2013,Apr,201304 Apr. 2013,45.20,37.90,7.30,7300000.00,40555.56,10487289,0.0039
PRT,010 Portugal,2013,Mei,201305 May. 2013,71.20,41.30,29.90,29900000.00,166111.11,10487289,0.0158
PRT,010 Portugal,2013,Jun,201306 Jun. 2013,87.10,27.50,59.60,59600000.00,331111.11,10487289,0.0316
PRT,010 Portugal,2013,Jul,201307 Jul. 2013,104.10,0.50,103.60,103600000.00,575555.56,10487289,0.0549
PRT,010 Portugal,2013,Aug,201308 Aug. 2013,106.40,1.40,105.00,105000000.00,583333.33,10487289,0.0556
PRT,010 Portugal,2013,Sep,201309 Sep. 2013,125.90,0.50,125.40,125400000.00,696666.67,10487289,0.0664
PRT,010 Portugal,2013,Okt,201310 Oct. 2013,246.30,4.50,241.80,241800000.00,1343333.33,10487289,0.1281
PRT,010 Portugal,2013,Nov,201311 Nov. 2013,103.80,227.00,-123.20,-123200000.00,-684444.44,10487289,-0.0653
PRT,010 Portugal,2013,Dec,201312 Dec. 2013,44.80,59.60,-14.80,-14800000.00,-82222.22,10487289,-0.0078
PRT,010 Portugal,2014,Jan,201401 Jan. 2014,13.70,16.40,-2.70,-2700000.00,-15000.00,10427301,-0.0014
PRT,010 Portugal,2014,Feb,201402 Feb. 2014,30.70,67.90,-37.20,-37200000.00,-206666.67,10427301,-0.0198
PRT,010 Portugal,2014,Mrt,201403 Mar. 2014,37.10,110.40,-73.30,-73300000.00,-407222.22,10427301,-0.0391
PRT,010 Portugal,2014,Apr,201404 Apr. 2014,45.80,146.50,-100.70,-100700000.00,-559444.44,10427301,-0.0537
PRT,010 Portugal,2014,Mei,201405 May. 2014,155.50,254.20,-98.70,-98700000.00,-548333.33,10427301,-0.0526
PRT,010 Portugal,2014,Jun,201406 Jun. 2014,137.10,10.50,126.60,126600000.00,703333.33,10427301,0.0675
PRT,010 Portugal,2014,Jul,201407 Jul. 2014,107.50,0.40,107.10,107100000.00,595000.00,10427301,0.0571
PRT,010 Portugal,2014,Aug,201408 Aug. 2014,103.40,0.40,103.00,103000000.00,572222.22,10427301,0.0549
PRT,010 Portugal,2014,Sep,201409 Sep. 2014,125.60,1.60,124.00,124000000.00,688888.89,10427301,0.0661
PRT,010 Portugal,2014,Okt,201410 Oct. 2014,141.30,0.70,140.60,140600000.00,781111.11,10427301,0.0749
PRT,010 Portugal,2014,Nov,201411 Nov. 2014,128.80,10.40,118.40,118400000.00,657777.78,10427301,0.0631
PRT,010 Portugal,2014,Dec,201412 Dec. 2014,104.70,23.50,81.20,81200000.00,451111.11,10427301,0.0433
PRT,010 Portugal,2015,Jan,201501 Jan. 2015,56.00,214.60,-158.60,-158600000.00,-881111.11,10374822,-0.0849
PRT,010 Portugal,2015,Feb,201502 Feb. 2015,26.70,200.00,-173.30,-173300000.00,-962777.78,10374822,-0.0928
PRT,010 Portugal,2015,Mrt,201503 Mar. 2015,19.50,350.60,-331.10,-331100000.00,-1839444.44,10374822,-0.1773
PRT,010 Portugal,2015,Apr,201504 Apr. 2015,116.40,460.60,-344.20,-344200000.00,-1912222.22,10374822,-0.1843
PRT,010 Portugal,2015,Mei,201505 May. 2015,83.50,239.50,-156.00,-156000000.00,-866666.67,10374822,-0.0835
PRT,010 Portugal,2015,Jun,201506 Jun. 2015,117.90,210.20,-92.30,-92300000.00,-512777.78,10374822,-0.0494
PRT,010 Portugal,2015,Jul,201507 Jul. 2015,176.70,5.80,170.90,170900000.00,949444.44,10374822,0.0915
PRT,010 Portugal,2015,Aug,201508 Aug. 2015,126.50,2.70,123.80,123800000.00,687777.78,10374822,0.0663
PRT,010 Portugal,2015,Sep,201509 Sep. 2015,138.50,4.40,134.10,134100000.00,745000.00,10374822,0.0718
PRT,010 Portugal,2015,Okt,201510 Oct. 2015,135.40,2.10,133.30,133300000.00,740555.56,10374822,0.0714
PRT,010 Portugal,2015,Nov,201511 Nov. 2015,184.70,2.90,181.80,181800000.00,1010000.00,10374822,0.0974
PRT,010 Portugal,2015,Dec,201512 Dec. 2015,152.10,44.30,107.80,107800000.00,598888.89,10374822,0.0577
ESP,011 Spain,2010,Jan,201001 Jan. 2010,1008.30,3401.00,-2392.70,-2392700000.00,-13292777.78,46486619,-0.2859
ESP,011 Spain,2010,Feb,201002 Feb. 2010,1135.90,4272.00,-3136.10,-3136100000.00,-17422777.78,46486619,-0.3748
ESP,011 Spain,2010,Mrt,201003 Mar. 2010,1083.40,7075.80,-5992.40,-5992400000.00,-33291111.11,46486619,-0.7161
ESP,011 Spain,2010,Apr,201004 Apr. 2010,1780.10,7507.60,-5727.50,-5727500000.00,-31819444.44,46486619,-0.6845
ESP,011 Spain,2010,Mei,201005 May. 2010,3586.90,5270.60,-1683.70,-1683700000.00,-9353888.89,46486619,-0.2012
ESP,011 Spain,2010,Jun,201006 Jun. 2010,4349.90,3124.60,1225.30,1225300000.00,6807222.22,46486619,0.1464
ESP,011 Spain,2010,Jul,201007 Jul. 2010,5231.90,3214.90,2017.00,2017000000.00,11205555.56,46486619,0.2410
ESP,011 Spain,2010,Aug,201008 Aug. 2010,5507.70,3350.50,2157.20,2157200000.00,11984444.44,46486619,0.2578
ESP,011 Spain,2010,Sep,201009 Sep. 2010,4579.40,2556.30,2023.10,2023100000.00,11239444.44,46486619,0.2418
ESP,011 Spain,2010,Okt,201010 Oct. 2010,2194.40,3758.90,-1564.50,-1564500000.00,-8691666.67,46486619,-0.1870
ESP,011 Spain,2010,Nov,201011 Nov. 2010,1525.20,5589.20,-4064.00,-4064000000.00,-22577777.78,46486619,-0.4857
ESP,011 Spain,2010,Dec,201012 Dec. 2010,839.50,5300.50,-4461.00,-4461000000.00,-24783333.33,46486619,-0.5331
ESP,011 Spain,2011,Jan,201101 Jan. 2011,483.00,6601.30,-6118.30,-6118300000.00,-33990555.56,46667174,-0.7284
ESP,011 Spain,2011,Feb,201102 Feb. 2011,510.20,7864.10,-7353.90,-7353900000.00,-40855000.00,46667174,-0.8755
ESP,011 Spain,2011,Mrt,201103 Mar. 2011,796.80,10909.90,-10113.10,-10113100000.00,-56183888.89,46667174,-1.2039
ESP,011 Spain,2011,Apr,201104 Apr. 2011,1151.50,10424.70,-9273.20,-9273200000.00,-51517777.78,46667174,-1.1039
ESP,011 Spain,2011,Mei,201105 May. 2011,3228.00,6051.30,-2823.30,-2823300000.00,-15685000.00,46667174,-0.3361
ESP,011 Spain,2011,Jun,201106 Jun. 2011,5960.30,4250.10,1710.20,1710200000.00,9501111.11,46667174,0.2036
