CODE,DECLARANT,YEAR,MONTH,PERIOD,IMPORT_QUANTITY_TON,EXPORT_QUANTITY_TON,CONSUMPTION_TON,CONSUMPTION_G,CONSUMPTION_AVO,POPULATION_SIZE,CONSUMPTION_AVO_PP
FIN,032 Finland,2014,Dec,201412 Dec. 2014,605.80,2.50,603.30,603300000.00,3351666.67,5451270,0.6148
FIN,032 Finland,2015,Jan,201501 Jan. 2015,579.80,1.90,577.90,577900000.00,3210555.56,5471753,0.5868
FIN,032 Finland,2015,Feb,201502 Feb. 2015,730.00,4.00,726.00,726000000.00,4033333.33,5471753,0.7371
FIN,032 Finland,2015,Mrt,201503 Mar. 2015,831.90,5.60,826.30,826300000.00,4590555.56,5471753,0.8390
FIN,032 Finland,2015,Apr,201504 Apr. 2015,654.40,6.20,648.20,648200000.00,3601111.11,5471753,0.6581
FIN,032 Finland,2015,Mei,201505 May. 2015,664.40,4.60,659.80,659800000.00,3665555.56,5471753,0.6699
FIN,032 Finland,2015,Jun,201506 Jun. 2015,556.40,4.20,552.20,552200000.00,3067777.78,5471753,0.5607
FIN,032 Finland,2015,Jul,201507 Jul. 2015,568.40,3.60,564.80,564800000.00,3137777.78,5471753,0.5735
FIN,032 Finland,2015,Aug,201508 Aug. 2015,531.60,3.70,527.90,527900000.00,2932777.78,5471753,0.5360
FIN,032 Finland,2015,Sep,201509 Sep. 2015,607.50,3.40,604.10,604100000.00,3356111.11,5471753,0.6134
FIN,032 Finland,2015,Okt,201510 Oct. 2015,605.00,4.80,600.20,600200000.00,3334444.44,5471753,0.6094
FIN,032 Finland,2015,Nov,201511 Nov. 2015,577.60,3.40,574.20,574200000.00,3190000.00,5471753,0.5830
FIN,032 Finland,2015,Dec,201512 Dec. 2015,584.80,4.30,580.50,580500000.00,3225000.00,5471753,0.5894
AUT,038 Austria,2010,Jan,201001 Jan. 2010,133.40,10.70,122.70,122700000.00,681666.67,8351643,0.0816
AUT,038 Austria,2010,Feb,201002 Feb. 2010,374.70,18.20,356.50,356500000.00,1980555.56,8351643,0.2371
AUT,038 Austria,2010,Mrt,201003 Mar. 2010,283.80,59.10,224.70,224700000.00,1248333.33,8351643,0.1495
AUT,038 Austria,2010,Apr,201004 Apr. 2010,243.00,37.70,205.30,205300000.00,1140555.56,8351643,0.1366
AUT,038 Austria,2010,Mei,201005 May. 2010,401.40,57.90,343.50,343500000.00,1908333.33,8351643,0.2285
AUT,038 Austria,2010,Jun,201006 Jun. 2010,250.80,34.80,216.00,216000000.00,1200000.00,8351643,0.1437
AUT,038 Austria,2010,Jul,201007 Jul. 2010,256.10,20.70,235.40,235400000.00,1307777.78,8351643,0.1566
AUT,038 Austria,2010,Aug,201008 Aug. 2010,217.00,25.00,192.00,192000000.00,1066666.67,8351643,0.1277
AUT,038 Austria,2010,Sep,201009 Sep. 2010,217.60,19.00,198.60,198600000.00,1103333.33,8351643,0.1321
AUT,038 Austria,2010,Okt,201010 Oct. 2010,159.00,24.00,135.00,135000000.00,750000.00,8351643,0.0898
AUT,038 Austria,2010,Nov,201011 Nov. 2010,239.10,29.50,209.60,209600000.00,1164444.44,8351643,0.1394
AUT,038 Austria,2010,Dec,201012 Dec. 2010,286.30,33.50,252.80,252800000.00,1404444.44,8351643,0.1682
AUT,038 Austria,2011,Jan,201101 Jan. 2011,237.20,29.40,207.80,207800000.00,1154444.44,8375164,0.1378
AUT,038 Austria,2011,Feb,201102 Feb. 2011,244.50,17.10,227.40,227400000.00,1263333.33,8375164,0.1508
AUT,038 Austria,2011,Mrt,201103 Mar. 2011,303.60,34.70,268.90,268900000.00,1493888.89,8375164,0.1784
AUT,038 Austria,2011,Apr,201104 Apr. 2011,258.50,52.20,206.30,206300000.00,1146111.11,8375164,0.1368
AUT,038 Austria,2011,Mei,201105 May. 2011,292.50,32.30,260.20,260200000.00,1445555.56,8375164,0.1726
AUT,038 Austria,2011,Jun,201106 Jun. 2011,249.50,23.60,225.90,225900000.00,1255000.00,8375164,0.1498
AUT,038 Austria,2011,Jul,201107 Jul. 2011,240.60,20.60,220.00,220000000.00,1222222.22,8375164,0.1459
AUT,038 Austria,2011,Aug,201108 Aug. 2011,208.20,10.30,197.90,197900000.00,1099444.44,8375164,0.1313
AUT,038 Austria,2011,Sep,201109 Sep. 2011,182.00,13.40,168.60,168600000.00,936666.67,8375164,0.1118
AUT,038 Austria,2011,Okt,201110 Oct. 2011,231.70,17.50,214.20,214200000.00,1190000.00,8375164,0.1421
AUT,038 Austria,2011,Nov,201111 Nov. 2011,249.60,37.90,211.70,211700000.00,1176111.11,8375164,0.1404
AUT,038 Austria,2011,Dec,201112 Dec. 2011,297.20,43.30,253.90,253900000.00,1410555.56,8375164,0.1684
AUT,038 Austria,2012,Jan,201201 Jan. 2012,250.80,62.70,188.10,188100000.00,1045000.00,8408121,0.1243
AUT,038 Austria,2012,Feb,201202 Feb. 2012,241.80,43.50,198.30,198300000.00,1101666.67,8408121,0.1310
AUT,038 Austria,2012,Mrt,201203 Mar. 2012,280.60,38.60,242.00,242000000.00,1344444.44,8408121,0.1599
AUT,038 Austria,2012,Apr,201204 Apr. 2012,248.10,53.50,194.60,194600000.00,1081111.11,8408121,0.1286
AUT,038 Austria,2012,Mei,201205 May. 2012,218.30,66.70,151.60,151600000.00,842222.22,8408121,0.1002
AUT,038 Austria,2012,Jun,201206 Jun. 2012,172.60,91.50,81.10,81100000.00,450555.56,8408121,0.0536
AUT,038 Austria,2012,Jul,201207 Jul. 2012,202.30,29.00,173.30,173300000.00,962777.78,8408121,0.1145
AUT,038 Austria,2012,Aug,201208 Aug. 2012,228.80,36.80,192.00,192000000.00,1066666.67,8408121,0.1269
AUT,038 Austria,2012,Sep,201209 Sep. 2012,183.40,34.20,149.20,149200000.00,828888.89,8408121,0.0986
AUT,038 Austria,2012,Okt,201210 Oct. 2012,205.20,39.40,165.80,165800000.00,921111.11,8408121,0.1096
AUT,038 Austria,2012,Nov,201211 Nov. 2012,265.70,43.40,222.30,222300000.00,1235000.00,8408121,0.1469
AUT,038 Austria,2012,Dec,201212 Dec. 2012,263.90,52.90,211.00,211000000.00,1172222.22,8408121,0.1394
AUT,038 Austria,2013,Jan,201301 Jan. 2013,266.20,59.10,207.10,207100000.00,1150555.56,8451860,0.1361
AUT,038 Austria,2013,Feb,201302 Feb. 2013,263.70,69.70,194.00,194000000.00,1077777.78,8451860,0.1275
AUT,038 Austria,2013,Mrt,201303 Mar. 2013,290.50,63.70,226.80,226800000.00,1260000.00,8451860,0.1491
AUT,038 Austria,2013,Apr,201304 Apr. 2013,298.00,30.90,267.10,267100000.00,1483888.89,8451860,0.1756
AUT,038 Austria,2013,Mei,201305 May. 2013,292.60,44.80,247.80,247800000.00,1376666.67,8451860,0.1629
AUT,038 Austria,2013,Jun,201306 Jun. 2013,282.80,38.40,244.40,244400000.00,1357777.78,8451860,0.1606
AUT,038 Austria,2013,Jul,201307 Jul. 2013,221.30,39.00,182.30,182300000.00,1012777.78,8451860,0.1198
AUT,038 Austria,2013,Aug,201308 Aug. 2013,282.80,24.40,258.40,258400000.00,1435555.56,8451860,0.1699
AUT,038 Austria,2013,Sep,201309 Sep. 2013,259.30,34.00,225.30,225300000.00,1251666.67,8451860,0.1481
AUT,038 Austria,2013,Okt,201310 Oct. 2013,361.80,47.30,314.50,314500000.00,1747222.22,8451860,0.2067
AUT,038 Austria,2013,Nov,201311 Nov. 2013,264.90,55.80,209.10,209100000.00,1161666.67,8451860,0.1374
AUT,038 Austria,2013,Dec,201312 Dec. 2013,336.20,50.90,285.30,285300000.00,1585000.00,8451860,0.1875
AUT,038 Austria,2014,Jan,201401 Jan. 2014,358.30,57.30,301.00,301000000.00,1672222.22,8507786,0.1966
AUT,038 Austria,2014,Feb,201402 Feb. 2014,354.20,60.10,294.10,294100000.00,1633888.89,8507786,0.1920
AUT,038 Austria,2014,Mrt,201403 Mar. 2014,465.80,48.50,417.30,417300000.00,2318333.33,8507786,0.2725
AUT,038 Austria,2014,Apr,201404 Apr. 2014,429.70,47.50,382.20,382200000.00,2123333.33,8507786,0.2496
AUT,038 Austria,2014,Mei,201405 May. 2014,376.80,66.80,310.00,310000000.00,1722222.22,8507786,0.2024
AUT,038 Austria,2014,Jun,201406 Jun. 2014,387.10,62.30,324.80,324800000.00,1804444.44,8507786,0.2121
AUT,038 Austria,2014,Jul,201407 Jul. 2014,293.50,45.20,248.30,248300000.00,1379444.44,8507786,0.1621
AUT,038 Austria,2014,Aug,201408 Aug. 2014,283.70,49.30,234.40,234400000.00,1302222.22,8507786,0.1531
AUT,038 Austria,2014,Sep,201409 Sep. 2014,305.20,50.90,254.30,254300000.00,1412777.78,8507786,0.1661
AUT,038 Austria,2014,Okt,201410 Oct. 2014,363.80,45.20,318.60,318600000.00,1770000.00,8507786,0.2080
AUT,038 Austria,2014,Nov,201411 Nov. 2014,357.50,71.60,285.90,285900000.00,1588333.33,8507786,0.1867
AUT,038 Austria,2014,Dec,201412 Dec. 2014,444.70,77.20,367.50,367500000.00,2041666.67,8507786,0.2400
AUT,038 Austria,2015,Jan,201501 Jan. 2015,413.70,71.30,342.40,342400000.00,1902222.22,8584926,0.2216
AUT,038 Austria,2015,Feb,201502 Feb. 2015,452.90,54.50,398.40,398400000.00,2213333.33,8584926,0.2578
AUT,038 Austria,2015,Mrt,201503 Mar. 2015,586.20,69.10,517.10,517100000.00,2872777.78,8584926,0.3346
AUT,038 Austria,2015,Apr,201504 Apr. 2015,517.30,54.50,462.80,462800000.00,2571111.11,8584926,0.2995
AUT,038 Austria,2015,Mei,201505 May. 2015,590.70,80.10,510.60,510600000.00,2836666.67,8584926,0.3304
AUT,038 Austria,2015,Jun,201506 Jun. 2015,515.80,53.40,462.40,462400000.00,2568888.89,8584926,0.2992
AUT,038 Austria,2015,Jul,201507 Jul. 2015,555.80,58.80,497.00,497000000.00,2761111.11,8584926,0.3216
AUT,038 Austria,2015,Aug,201508 Aug. 2015,428.40,52.90,375.50,375500000.00,2086111.11,8584926,0.2430
AUT,038 Austria,2015,Sep,201509 Sep. 2015,436.50,77.00,359.50,359500000.00,1997222.22,8584926,0.2326
AUT,038 Austria,2015,Okt,201510 Oct. 2015,410.80,65.20,345.60,345600000.00,1920000.00,8584926,0.2236
AUT,038 Austria,2015,Nov,201511 Nov. 2015,409.90,93.50,316.40,316400000.00,1757777.78,8584926,0.2048
AUT,038 Austria,2015,Dec,201512 Dec. 2015,492.20,109.00,383.20,383200000.00,2128888.89,8584926,0.2480
MLT,046 Malta,2010,Jan,201001 Jan. 2010,3.00,0.00,3.00,3000000.00,16666.67,414027,0.0403
MLT,046 Malta,2010,Feb,201002 Feb. 2010,3.70,0.00,3.70,3700000.00,20555.56,414027,0.0496
MLT,046 Malta,2010,Mrt,201003 Mar. 2010,4.30,0.00,4.30,4300000.00,23888.89,414027,0.0577
MLT,046 Malta,2010,Apr,201004 Apr. 2010,6.00,0.00,6.00,6000000.00,33333.33,414027,0.0805
MLT,046 Malta,2010,Mei,201005 May. 2010,9.50,0.00,9.50,9500000.00,52777.78,414027,0.1275
MLT,046 Malta,2010,Jun,201006 Jun. 2010,7.60,0.00,7.60,7600000.00,42222.22,414027,0.1020
MLT,046 Malta,2010,Jul,201007 Jul. 2010,12.70,0.00,12.70,12700000.00,70555.56,414027,0.1704
MLT,046 Malta,2010,Aug,201008 Aug. 2010,11.60,0.00,11.60,11600000.00,64444.44,414027,0.1557
MLT,046 Malta,2010,Sep,201009 Sep. 2010,7.60,0.00,7.60,7600000.00,42222.22,414027,0.1020
MLT,046 Malta,2010,Okt,201010 Oct. 2010,6.30,0.00,6.30,6300000.00,35000.00,414027,0.0845
MLT,046 Malta,2010,Nov,201011 Nov. 2010,7.00,0.00,7.00,7000000.00,38888.89,414027,0.0939
MLT,046 Malta,2010,Dec,201012 Dec. 2010,6.00,0.00,6.00,6000000.00,33333.33,414027,0.0805
MLT,046 Malta,2011,Jan,201101 Jan. 2011,5.60,0.00,5.60,5600000.00,31111.11,414989,0.0750
MLT,046 Malta,2011,Feb,201102 Feb. 2011,6.30,0.00,6.30,6300000.00,35000.00,414989,0.0843
MLT,046 Malta,2011,Mrt,201103 Mar. 2011,5.20,0.00,5.20,5200000.00,28888.89,414989,0.0696
MLT,046 Malta,2011,Apr,201104 Apr. 2011,7.00,0.00,7.00,7000000.00,38888.89,414989,0.0937
MLT,046 Malta,2011,Mei,201105 May. 2011,7.40,0.00,7.40,7400000.00,41111.11,414989,0.0991
MLT,046 Malta,2011,Jun,201106 Jun. 2011,6.40,0.00,6.40,6400000.00,35555.56,414989,0.0857
MLT,046 Malta,2011,Jul,201107 Jul. 2011,8.80,0.00,8.80,8800000.00,48888.89,414989,0.1178
MLT,046 Malta,2011,Aug,201108 Aug. 2011,6.70,0.00,6.70,6700000.00,37222.22,414989,0.0897
MLT,046 Malta,2011,Sep,201109 Sep. 2011,5.90,0.00,5.90,5900000.00,32777.78,414989,0.0790
MLT,046 Malta,2011,Okt,201110 Oct. 2011,5.60,0.00,5.60,5600000.00,31111.11,414989,0.0750
MLT,046 Malta,2011,Nov,201111 Nov. 2011,4.40,0.00,4.40,4400000.00,24444.44,414989,0.0589
MLT,046 Malta,2011,Dec,201112 Dec. 2011,6.20,0.00,6.20,6200000.00,34444.44,414989,0.0830
MLT,046 Malta,2012,Jan,201201 Jan. 2012,4.80,0.00,4.80,4800000.00,26666.67,417546,0.0639
MLT,046 Malta,2012,Feb,201202 Feb. 2012,5.90,0.00,5.90,5900000.00,32777.78,417546,0.0785
MLT,046 Malta,2012,Mrt,201203 Mar. 2012,6.80,0.00,6.80,6800000.00,37777.78,417546,0.0905
MLT,046 Malta,2012,Apr,201204 Apr. 2012,6.80,0.00,6.80,6800000.00,37777.78,417546,0.0905
MLT,046 Malta,2012,Mei,201205 May. 2012,6.70,0.00,6.70,6700000.00,37222.22,417546,0.0891
MLT,046 Malta,2012,Jun,201206 Jun. 2012,9.00,0.00,9.00,9000000.00,50000.00,417546,0.1197
MLT,046 Malta,2012,Jul,201207 Jul. 2012,8.50,0.00,8.50,8500000.00,47222.22,417546,0.1131
MLT,046 Malta,2012,Aug,201208 Aug. 2012,5.70,0.00,5.70,5700000.00,31666.67,417546,0.0758
MLT,046 Malta,2012,Sep,201209 Sep. 2012,11.70,0.00,11.70,11700000.00,65000.00,417546,0.1557
MLT,046 Malta,2012,Okt,201210 Oct. 2012,7.80,0.00,7.80,7800000.00,43333.33,417546,0.1038
MLT,046 Malta,2012,Nov,201211 Nov. 2012,6.40,0.00,6.40,6400000.00,35555.56,417546,0.0852
MLT,046 Malta,2012,Dec,201212 Dec. 2012,6.30,0.00,6.30,6300000.00,35000.00,417546,0.0838
MLT,046 Malta,2013,Jan,201301 Jan. 2013,7.20,0.00,7.20,7200000.00,40000.00,422509,0.0947
MLT,046 Malta,2013,Feb,201302 Feb. 2013,6.30,0.00,6.30,6300000.00,35000.00,422509,0.0828
MLT,046 Malta,2013,Mrt,201303 Mar. 2013,7.10,0.00,7.10,7100000.00,39444.44,422509,0.0934
MLT,046 Malta,2013,Apr,201304 Apr. 2013,12.40,0.00,12.40,12400000.00,68888.89,422509,0.1630
MLT,046 Malta,2013,Mei,201305 May. 2013,4.60,0.00,4.60,4600000.00,25555.56,422509,0.0605
MLT,046 Malta,2013,Jun,201306 Jun. 2013,8.70,0.00,8.70,8700000.00,48333.33,422509,0.1144
MLT,046 Malta,2013,Jul,201307 Jul. 2013,11.90,0.00,11.90,11900000.00,66111.11,422509,0.1565
MLT,046 Malta,2013,Aug,201308 Aug. 2013,9.10,0.00,9.10,9100000.00,50555.56,422509,0.1197
MLT,046 Malta,2013,Sep,201309 Sep. 2013,7.50,0.00,7.50,7500000.00,41666.67,422509,0.0986
MLT,046 Malta,2013,Okt,201310 Oct. 2013,11.30,0.00,11.30,11300000.00,62777.78,422509,0.1486
MLT,046 Malta,2013,Nov,201311 Nov. 2013,6.40,0.00,6.40,6400000.00,35555.56,422509,0.0842
MLT,046 Malta,2013,Dec,201312 Dec. 2013,13.20,0.00,13.20,13200000.00,73333.33,422509,0.1736
MLT,046 Malta,2014,Jan,201401 Jan. 2014,8.70,0.00,8.70,8700000.00,48333.33,429424,0.1126
MLT,046 Malta,2014,Feb,201402 Feb. 2014,12.20,0.00,12.20,12200000.00,67777.78,429424,0.1578
MLT,046 Malta,2014,Mrt,201403 Mar. 2014,10.80,0.00,10.80,10800000.00,60000.00,429424,0.1397
MLT,046 Malta,2014,Apr,201404 Apr. 2014,14.70,0.00,14.70,14700000.00,81666.67,429424,0.1902
MLT,046 Malta,2014,Mei,201405 May. 2014,18.90,0.00,18.90,18900000.00,105000.00,429424,0.2445
MLT,046 Malta,2014,Jun,201406 Jun. 2014,19.80,0.00,19.80,19800000.00,110000.00,429424,0.2562
MLT,046 Malta,2014,Jul,201407 Jul. 2014,17.60,0.00,17.60,17600000.00,97777.78,429424,0.2277
MLT,046 Malta,2014,Aug,201408 Aug. 2014,15.20,0.00,15.20,15200000.00,84444.44,429424,0.1966
MLT,046 Malta,2014,Sep,201409 Sep. 2014,20.80,0.00,20.80,20800000.00,115555.56,429424,0.2691
MLT,046 Malta,2014,Okt,201410 Oct. 2014,16.70,0.00,16.70,16700000.00,92777.78,429424,0.2161
MLT,046 Malta,2014,Nov,201411 Nov. 2014,12.80,0.00,12.80,12800000.00,71111.11,429424,0.1656
MLT,046 Malta,2014,Dec,201412 Dec. 2014,10.30,0.00,10.30,10300000.00,57222.22,429424,0.1333
MLT,046 Malta,2015,Jan,201501 Jan. 2015,13.40,0.00,13.40,13400000.00,74444.44,439691,0.1693
MLT,046 Malta,2015,Feb,201502 Feb. 2015,13.10,0.00,13.10,13100000.00,72777.78,439691,0.1655
MLT,046 Malta,2015,Mrt,201503 Mar. 2015,18.60,0.00,18.60,18600000.00,103333.33,439691,0.2350
MLT,046 Malta,2015,Apr,201504 Apr. 2015,29.70,0.00,29.70,29700000.00,165000.00,439691,0.3753
MLT,046 Malta,2015,Mei,201505 May. 2015,34.20,0.00,34.20,34200000.00,190000.00,439691,0.4321
MLT,046 Malta,2015,Jun,201506 Jun. 2015,37.70,0.00,37.70,37700000.00,209444.44,439691,0.4763
MLT,046 Malta,2015,Jul,201507 Jul. 2015,38.40,0.00,38.40,38400000.00,213333.33,439691,0.4852
MLT,046 Malta,2015,Aug,201508 Aug. 2015,30.50,0.00,30.50,30500000.00,169444.44,439691,0.3854
MLT,046 Malta,2015,Sep,201509 Sep. 2015,29.30,0.00,29.30,29300000.00,162777.78,439691,0.3702
MLT,046 Malta,2015,Okt,201510 Oct. 2015,23.40,0.00,23.40,23400000.00,130000.00,439691,0.2957
MLT,046 Malta,2015,Nov,201511 Nov. 2015,26.50,0.00,26.50,26500000.00,147222.22,439691,0.3348
MLT,046 Malta,2015,Dec,201512 Dec. 2015,16.50,0.00,16.50,16500000.00,91666.67,439691,0.2085
EST,053 Estonia,2010,Jan,201001 Jan. 2010,24.30,0.00,24.30,24300000.00,135000.00,1333290,0.1013
EST,053 Estonia,2010,Feb,201002 Feb. 2010,23.80,0.00,23.80,23800000.00,132222.22,1333290,0.0992
EST,053 Estonia,2010,Mrt,201003 Mar. 2010,21.40,0.00,21.40,21400000.00,118888.89,1333290,0.0892
EST,053 Estonia,2010,Apr,201004 Apr. 2010,24.00,0.00,24.00,24000000.00,133333.33,1333290,0.1000
EST,053 Estonia,2010,Mei,201005 May. 2010,14.90,0.00,14.90,14900000.00,82777.78,1333290,0.0621
EST,053 Estonia,2010,Jun,201006 Jun. 2010,25.70,0.10,25.60,25600000.00,142222.22,1333290,0.1067
EST,053 Estonia,2010,Jul,201007 Jul. 2010,24.60,0.20,24.40,24400000.00,135555.56,1333290,0.1017
EST,053 Estonia,2010,Aug,201008 Aug. 2010,9.10,0.00,9.10,9100000.00,50555.56,1333290,0.0379
EST,053 Estonia,2010,Sep,201009 Sep. 2010,12.00,0.00,12.00,12000000.00,66666.67,1333290,0.0500
EST,053 Estonia,2010,Okt,201010 Oct. 2010,21.80,0.00,21.80,21800000.00,121111.11,1333290,0.0908
EST,053 Estonia,2010,Nov,201011 Nov. 2010,36.20,0.00,36.20,36200000.00,201111.11,1333290,0.1508
EST,053 Estonia,2010,Dec,201012 Dec. 2010,24.10,0.00,24.10,24100000.00,133888.89,1333290,0.1004
EST,053 Estonia,2011,Jan,201101 Jan. 2011,27.90,0.00,27.90,27900000.00,155000.00,1329660,0.1166
EST,053 Estonia,2011,Feb,201102 Feb. 2011,28.50,0.00,28.50,28500000.00,158333.33,1329660,0.1191
EST,053 Estonia,2011,Mrt,201103 Mar. 2011,30.60,0.00,30.60,30600000.00,170000.00,1329660,0.1279
EST,053 Estonia,2011,Apr,201104 Apr. 2011,15.20,0.00,15.20,15200000.00,84444.44,1329660,0.0635
EST,053 Estonia,2011,Mei,201105 May. 2011,28.90,0.00,28.90,28900000.00,160555.56,1329660,0.1207
EST,053 Estonia,2011,Jun,201106 Jun. 2011,18.50,0.20,18.30,18300000.00,101666.67,1329660,0.0765
EST,053 Estonia,2011,Jul,201107 Jul. 2011,17.30,0.00,17.30,17300000.00,96111.11,1329660,0.0723
EST,053 Estonia,2011,Aug,201108 Aug. 2011,14.30,0.00,14.30,14300000.00,79444.44,1329660,0.0597
EST,053 Estonia,2011,Sep,201109 Sep. 2011,14.10,0.00,14.10,14100000.00,78333.33,1329660,0.0589
EST,053 Estonia,2011,Okt,201110 Oct. 2011,21.80,0.00,21.80,21800000.00,121111.11,1329660,0.0911
EST,053 Estonia,2011,Nov,201111 Nov. 2011,23.60,0.00,23.60,23600000.00,131111.11,1329660,0.0986
EST,053 Estonia,2011,Dec,201112 Dec. 2011,25.20,0.00,25.20,25200000.00,140000.00,1329660,0.1053
EST,053 Estonia,2012,Jan,201201 Jan. 2012,21.20,0.00,21.20,21200000.00,117777.78,1325217,0.0889
EST,053 Estonia,2012,Feb,201202 Feb. 2012,20.60,0.00,20.60,20600000.00,114444.44,1325217,0.0864
EST,053 Estonia,2012,Mrt,201203 Mar. 2012,27.30,0.00,27.30,27300000.00,151666.67,1325217,0.1144
EST,053 Estonia,2012,Apr,201204 Apr. 2012,23.80,0.00,23.80,23800000.00,132222.22,1325217,0.0998
EST,053 Estonia,2012,Mei,201205 May. 2012,22.80,0.00,22.80,22800000.00,126666.67,1325217,0.0956
EST,053 Estonia,2012,Jun,201206 Jun. 2012,22.50,0.10,22.40,22400000.00,124444.44,1325217,0.0939
EST,053 Estonia,2012,Jul,201207 Jul. 2012,10.90,0.00,10.90,10900000.00,60555.56,1325217,0.0457
EST,053 Estonia,2012,Aug,201208 Aug. 2012,17.20,0.00,17.20,17200000.00,95555.56,1325217,0.0721
EST,053 Estonia,2012,Sep,201209 Sep. 2012,17.60,0.00,17.60,17600000.00,97777.78,1325217,0.0738
EST,053 Estonia,2012,Okt,201210 Oct. 2012,34.10,3.30,30.80,30800000.00,171111.11,1325217,0.1291
EST,053 Estonia,2012,Nov,201211 Nov. 2012,28.70,0.00,28.70,28700000.00,159444.44,1325217,0.1203
EST,053 Estonia,2012,Dec,201212 Dec. 2012,38.60,0.00,38.60,38600000.00,214444.44,1325217,0.1618
EST,053 Estonia,2013,Jan,201301 Jan. 2013,38.40,0.00,38.40,38400000.00,213333.33,1320174,0.1616
EST,053 Estonia,2013,Feb,201302 Feb. 2013,46.00,0.00,46.00,46000000.00,255555.56,1320174,0.1936
EST,053 Estonia,2013,Mrt,201303 Mar. 2013,42.10,0.00,42.10,42100000.00,233888.89,1320174,0.1772
EST,053 Estonia,2013,Apr,201304 Apr. 2013,46.00,0.00,46.00,46000000.00,255555.56,1320174,0.1936
EST,053 Estonia,2013,Mei,201305 May. 2013,47.50,0.00,47.50,47500000.00,263888.89,1320174,0.1999
EST,053 Estonia,2013,Jun,201306 Jun. 2013,36.60,0.00,36.60,36600000.00,203333.33,1320174,0.1540
EST,053 Estonia,2013,Jul,201307 Jul. 2013,42.20,0.00,42.20,42200000.00,234444.44,1320174,0.1776
EST,053 Estonia,2013,Aug,201308 Aug. 2013,34.80,0.00,34.80,34800000.00,193333.33,1320174,0.1464
EST,053 Estonia,2013,Sep,201309 Sep. 2013,42.60,0.00,42.60,42600000.00,236666.67,1320174,0.1793
EST,053 Estonia,2013,Okt,201310 Oct. 2013,56.80,0.00,56.80,56800000.00,315555.56,1320174,0.2390
EST,053 Estonia,2013,Nov,201311 Nov. 2013,62.80,0.00,62.80,62800000.00,348888.89,1320174,0.2643
EST,053 Estonia,2013,Dec,201312 Dec. 2013,70.10,0.00,70.10,70100000.00,389444.44,1320174,0.2950
EST,053 Estonia,2014,Jan,201401 Jan. 2014,62.10,0.00,62.10,62100000.00,345000.00,1315819,0.2622
EST,053 Estonia,2014,Feb,201402 Feb. 2014,45.80,0.00,45.80,45800000.00,254444.44,1315819,0.1934
EST,053 Estonia,2014,Mrt,201403 Mar. 2014,80.60,0.00,80.60,80600000.00,447777.78,1315819,0.3403
EST,053 Estonia,2014,Apr,201404 Apr. 2014,63.30,0.00,63.30,63300000.00,351666.67,1315819,0.2673
EST,053 Estonia,2014,Mei,201405 May. 2014,82.10,0.00,82.10,82100000.00,456111.11,1315819,0.3466
EST,053 Estonia,2014,Jun,201406 Jun. 2014,60.00,0.00,60.00,60000000.00,333333.33,1315819,0.2533
EST,053 Estonia,2014,Jul,201407 Jul. 2014,42.70,0.10,42.60,42600000.00,236666.67,1315819,0.1799
EST,053 Estonia,2014,Aug,201408 Aug. 2014,57.10,0.00,57.10,57100000.00,317222.22,1315819,0.2411
EST,053 Estonia,2014,Sep,201409 Sep. 2014,51.00,0.00,51.00,51000000.00,283333.33,1315819,0.2153
EST,053 Estonia,2014,Okt,201410 Oct. 2014,56.10,0.00,56.10,56100000.00,311666.67,1315819,0.2369
EST,053 Estonia,2014,Nov,201411 Nov. 2014,71.80,0.00,71.80,71800000.00,398888.89,1315819,0.3031
EST,053 Estonia,2014,Dec,201412 Dec. 2014,79.10,0.00,79.10,79100000.00,439444.44,1315819,0.3340
EST,053 Estonia,2015,Jan,201501 Jan. 2015,80.80,0.00,80.80,80800000.00,448888.89,1314870,0.3414
EST,053 Estonia,2015,Feb,201502 Feb. 2015,91.80,0.00,91.80,91800000.00,510000.00,1314870,0.3879
EST,053 Estonia,2015,Mrt,201503 Mar. 2015,117.40,0.10,117.30,117300000.00,651666.67,1314870,0.4956
EST,053 Estonia,2015,Apr,201504 Apr. 2015,94.70,0.20,94.50,94500000.00,525000.00,1314870,0.3993
EST,053 Estonia,2015,Mei,201505 May. 2015,105.30,0.20,105.10,105100000.00,583888.89,1314870,0.4441
EST,053 Estonia,2015,Jun,201506 Jun. 2015,80.30,0.40,79.90,79900000.00,443888.89,1314870,0.3376
EST,053 Estonia,2015,Jul,201507 Jul. 2015,58.90,0.80,58.10,58100000.00,322777.78,1314870,0.2455
EST,053 Estonia,2015,Aug,201508 Aug. 2015,56.40,0.80,55.60,55600000.00,308888.89,1314870,0.2349
EST,053 Estonia,2015,Sep,201509 Sep. 2015,67.70,0.80,66.90,66900000.00,371666.67,1314870,0.2827
EST,053 Estonia,2015,Okt,201510 Oct. 2015,64.00,0.80,63.20,63200000.00,351111.11,1314870,0.2670
EST,053 Estonia,2015,Nov,201511 Nov. 2015,89.80,0.20,89.60,89600000.00,497777.78,1314870,0.3786
EST,053 Estonia,2015,Dec,201512 Dec. 2015,107.70,0.10,107.60,107600000.00,597777.78,1314870,0.4546
LVA,054 Latvia,2010,Jan,201001 Jan. 2010,172.70,2.80,169.90,169900000.00,943888.89,2120504,0.4451
LVA,054 Latvia,2010,Feb,201002 Feb. 2010,183.80,3.30,180.50,180500000.00,1002777.78,2120504,0.4729
