CODE,DECLARANT,FLOW,YEAR,MONTH,PERIOD,QUANTITY_TON
SVK,063 Slovakia,EXPORT,2011,Feb,201102 Feb. 2011,0
SVK,063 Slovakia,EXPORT,2011,Mrt,201103 Mar. 2011,0
SVK,063 Slovakia,EXPORT,2011,Apr,201104 Apr. 2011,0
SVK,063 Slovakia,EXPORT,2011,Mei,201105 May. 2011,0
SVK,063 Slovakia,EXPORT,2011,Jun,201106 Jun. 2011,0
SVK,063 Slovakia,EXPORT,2011,Jul,201107 Jul. 2011,0
SVK,063 Slovakia,EXPORT,2011,Aug,201108 Aug. 2011,0
SVK,063 Slovakia,EXPORT,2011,Sep,201109 Sep. 2011,0
SVK,063 Slovakia,EXPORT,2011,Okt,201110 Oct. 2011,0
SVK,063 Slovakia,EXPORT,2011,Nov,201111 Nov. 2011,0
SVK,063 Slovakia,EXPORT,2011,Dec,201112 Dec. 2011,0
SVK,063 Slovakia,EXPORT,2012,Jan,201201 Jan. 2012,0
SVK,063 Slovakia,EXPORT,2012,Feb,201202 Feb. 2012,0
SVK,063 Slovakia,EXPORT,2012,Mrt,201203 Mar. 2012,0
SVK,063 Slovakia,EXPORT,2012,Apr,201204 Apr. 2012,0
SVK,063 Slovakia,EXPORT,2012,Mei,201205 May. 2012,0
SVK,063 Slovakia,EXPORT,2012,Jun,201206 Jun. 2012,0
SVK,063 Slovakia,EXPORT,2012,Jul,201207 Jul. 2012,0
SVK,063 Slovakia,EXPORT,2012,Aug,201208 Aug. 2012,0
SVK,063 Slovakia,EXPORT,2012,Sep,201209 Sep. 2012,0
SVK,063 Slovakia,EXPORT,2012,Okt,201210 Oct. 2012,0
SVK,063 Slovakia,EXPORT,2012,Nov,201211 Nov. 2012,0
SVK,063 Slovakia,EXPORT,2012,Dec,201212 Dec. 2012,0
SVK,063 Slovakia,EXPORT,2013,Jan,201301 Jan. 2013,0
SVK,063 Slovakia,EXPORT,2013,Feb,201302 Feb. 2013,0
SVK,063 Slovakia,EXPORT,2013,Mrt,201303 Mar. 2013,0
SVK,063 Slovakia,EXPORT,2013,Apr,201304 Apr. 2013,0.5
SVK,063 Slovakia,EXPORT,2013,Mei,201305 May. 2013,0.4
SVK,063 Slovakia,EXPORT,2013,Jun,201306 Jun. 2013,0
SVK,063 Slovakia,EXPORT,2013,Jul,201307 Jul. 2013,0
SVK,063 Slovakia,EXPORT,2013,Aug,201308 Aug. 2013,0
SVK,063 Slovakia,EXPORT,2013,Sep,201309 Sep. 2013,0
SVK,063 Slovakia,EXPORT,2013,Okt,201310 Oct. 2013,0
SVK,063 Slovakia,EXPORT,2013,Nov,201311 Nov. 2013,0
SVK,063 Slovakia,EXPORT,2013,Dec,201312 Dec. 2013,0
SVK,063 Slovakia,EXPORT,2014,Jan,201401 Jan. 2014,0
SVK,063 Slovakia,EXPORT,2014,Feb,201402 Feb. 2014,0
SVK,063 Slovakia,EXPORT,2014,Mrt,201403 Mar. 2014,0
SVK,063 Slovakia,EXPORT,2014,Apr,201404 Apr. 2014,0
SVK,063 Slovakia,EXPORT,2014,Mei,201405 May. 2014,0
SVK,063 Slovakia,EXPORT,2014,Jun,201406 Jun. 2014,0
SVK,063 Slovakia,EXPORT,2014,Jul,201407 Jul. 2014,0
SVK,063 Slovakia,EXPORT,2014,Aug,201408 Aug. 2014,0
SVK,063 Slovakia,EXPORT,2014,Sep,201409 Sep. 2014,3.6
SVK,063 Slovakia,EXPORT,2014,Okt,201410 Oct. 2014,0
SVK,063 Slovakia,EXPORT,2014,Nov,201411 Nov. 2014,0.2
SVK,063 Slovakia,EXPORT,2014,Dec,201412 Dec. 2014,0.4
SVK,063 Slovakia,EXPORT,2015,Jan,201501 Jan. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Feb,201502 Feb. 2015,0.3
SVK,063 Slovakia,EXPORT,2015,Mrt,201503 Mar. 2015,0.3
SVK,063 Slovakia,EXPORT,2015,Apr,201504 Apr. 2015,0.3
SVK,063 Slovakia,EXPORT,2015,Mei,201505 May. 2015,0.3
SVK,063 Slovakia,EXPORT,2015,Jun,201506 Jun. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Jul,201507 Jul. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Aug,201508 Aug. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Sep,201509 Sep. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Okt,201510 Oct. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Nov,201511 Nov. 2015,0.2
SVK,063 Slovakia,EXPORT,2015,Dec,201512 Dec. 2015,0.4
HUN,064 Hungary,IMPORT,2010,Jan,201001 Jan. 2010,15.2
HUN,064 Hungary,IMPORT,2010,Feb,201002 Feb. 2010,30.3
HUN,064 Hungary,IMPORT,2010,Mrt,201003 Mar. 2010,32.2
HUN,064 Hungary,IMPORT,2010,Apr,201004 Apr. 2010,29.1
HUN,064 Hungary,IMPORT,2010,Mei,201005 May. 2010,66.4
HUN,064 Hungary,IMPORT,2010,Jun,201006 Jun. 2010,29
HUN,064 Hungary,IMPORT,2010,Jul,201007 Jul. 2010,41.3
HUN,064 Hungary,IMPORT,2010,Aug,201008 Aug. 2010,21.8
HUN,064 Hungary,IMPORT,2010,Sep,201009 Sep. 2010,39.1
HUN,064 Hungary,IMPORT,2010,Okt,201010 Oct. 2010,33.9
HUN,064 Hungary,IMPORT,2010,Nov,201011 Nov. 2010,44.1
HUN,064 Hungary,IMPORT,2010,Dec,201012 Dec. 2010,37.1
HUN,064 Hungary,IMPORT,2011,Jan,201101 Jan. 2011,70.5
HUN,064 Hungary,IMPORT,2011,Feb,201102 Feb. 2011,63.2
HUN,064 Hungary,IMPORT,2011,Mrt,201103 Mar. 2011,30.6
HUN,064 Hungary,IMPORT,2011,Apr,201104 Apr. 2011,21.6
HUN,064 Hungary,IMPORT,2011,Mei,201105 May. 2011,50.2
HUN,064 Hungary,IMPORT,2011,Jun,201106 Jun. 2011,24.5
HUN,064 Hungary,IMPORT,2011,Jul,201107 Jul. 2011,20
HUN,064 Hungary,IMPORT,2011,Aug,201108 Aug. 2011,13.1
HUN,064 Hungary,IMPORT,2011,Sep,201109 Sep. 2011,6.8
HUN,064 Hungary,IMPORT,2011,Okt,201110 Oct. 2011,23
HUN,064 Hungary,IMPORT,2011,Nov,201111 Nov. 2011,48.2
HUN,064 Hungary,IMPORT,2011,Dec,201112 Dec. 2011,62.7
HUN,064 Hungary,IMPORT,2012,Jan,201201 Jan. 2012,102.3
HUN,064 Hungary,IMPORT,2012,Feb,201202 Feb. 2012,92.5
HUN,064 Hungary,IMPORT,2012,Mrt,201203 Mar. 2012,73
HUN,064 Hungary,IMPORT,2012,Apr,201204 Apr. 2012,63.1
HUN,064 Hungary,IMPORT,2012,Mei,201205 May. 2012,53.9
HUN,064 Hungary,IMPORT,2012,Jun,201206 Jun. 2012,24.5
HUN,064 Hungary,IMPORT,2012,Jul,201207 Jul. 2012,25.7
HUN,064 Hungary,IMPORT,2012,Aug,201208 Aug. 2012,35.5
HUN,064 Hungary,IMPORT,2012,Sep,201209 Sep. 2012,42
HUN,064 Hungary,IMPORT,2012,Okt,201210 Oct. 2012,65.2
HUN,064 Hungary,IMPORT,2012,Nov,201211 Nov. 2012,63.8
HUN,064 Hungary,IMPORT,2012,Dec,201212 Dec. 2012,99.7
HUN,064 Hungary,IMPORT,2013,Jan,201301 Jan. 2013,81.1
HUN,064 Hungary,IMPORT,2013,Feb,201302 Feb. 2013,65.2
HUN,064 Hungary,IMPORT,2013,Mrt,201303 Mar. 2013,53.9
HUN,064 Hungary,IMPORT,2013,Apr,201304 Apr. 2013,66.6
HUN,064 Hungary,IMPORT,2013,Mei,201305 May. 2013,66.6
HUN,064 Hungary,IMPORT,2013,Jun,201306 Jun. 2013,65.1
HUN,064 Hungary,IMPORT,2013,Jul,201307 Jul. 2013,77.7
HUN,064 Hungary,IMPORT,2013,Aug,201308 Aug. 2013,46.2
HUN,064 Hungary,IMPORT,2013,Sep,201309 Sep. 2013,52
HUN,064 Hungary,IMPORT,2013,Okt,201310 Oct. 2013,75.6
HUN,064 Hungary,IMPORT,2013,Nov,201311 Nov. 2013,99.1
HUN,064 Hungary,IMPORT,2013,Dec,201312 Dec. 2013,98.7
HUN,064 Hungary,IMPORT,2014,Jan,201401 Jan. 2014,189.1
HUN,064 Hungary,IMPORT,2014,Feb,201402 Feb. 2014,176.1
HUN,064 Hungary,IMPORT,2014,Mrt,201403 Mar. 2014,326.4
HUN,064 Hungary,IMPORT,2014,Apr,201404 Apr. 2014,93.4
HUN,064 Hungary,IMPORT,2014,Mei,201405 May. 2014,134.6
HUN,064 Hungary,IMPORT,2014,Jun,201406 Jun. 2014,116.2
HUN,064 Hungary,IMPORT,2014,Jul,201407 Jul. 2014,86.9
HUN,064 Hungary,IMPORT,2014,Aug,201408 Aug. 2014,86
HUN,064 Hungary,IMPORT,2014,Sep,201409 Sep. 2014,147.1
HUN,064 Hungary,IMPORT,2014,Okt,201410 Oct. 2014,268.1
HUN,064 Hungary,IMPORT,2014,Nov,201411 Nov. 2014,205.8
HUN,064 Hungary,IMPORT,2014,Dec,201412 Dec. 2014,137.1
HUN,064 Hungary,IMPORT,2015,Jan,201501 Jan. 2015,188.5
HUN,064 Hungary,IMPORT,2015,Feb,201502 Feb. 2015,195.4
HUN,064 Hungary,IMPORT,2015,Mrt,201503 Mar. 2015,265.1
HUN,064 Hungary,IMPORT,2015,Apr,201504 Apr. 2015,130.3
HUN,064 Hungary,IMPORT,2015,Mei,201505 May. 2015,162.8
HUN,064 Hungary,IMPORT,2015,Jun,201506 Jun. 2015,141.1
HUN,064 Hungary,IMPORT,2015,Jul,201507 Jul. 2015,83
HUN,064 Hungary,IMPORT,2015,Aug,201508 Aug. 2015,65.4
HUN,064 Hungary,IMPORT,2015,Sep,201509 Sep. 2015,88.3
HUN,064 Hungary,IMPORT,2015,Okt,201510 Oct. 2015,169.4
HUN,064 Hungary,IMPORT,2015,Nov,201511 Nov. 2015,178.8
HUN,064 Hungary,IMPORT,2015,Dec,201512 Dec. 2015,94.8
HUN,064 Hungary,EXPORT,2010,Jan,201001 Jan. 2010,0
HUN,064 Hungary,EXPORT,2010,Feb,201002 Feb. 2010,0
HUN,064 Hungary,EXPORT,2010,Mrt,201003 Mar. 2010,0
HUN,064 Hungary,EXPORT,2010,Apr,201004 Apr. 2010,0
HUN,064 Hungary,EXPORT,2010,Mei,201005 May. 2010,0
HUN,064 Hungary,EXPORT,2010,Jun,201006 Jun. 2010,0
HUN,064 Hungary,EXPORT,2010,Jul,201007 Jul. 2010,0
HUN,064 Hungary,EXPORT,2010,Aug,201008 Aug. 2010,0
HUN,064 Hungary,EXPORT,2010,Sep,201009 Sep. 2010,0
HUN,064 Hungary,EXPORT,2010,Okt,201010 Oct. 2010,0
HUN,064 Hungary,EXPORT,2010,Nov,201011 Nov. 2010,0
HUN,064 Hungary,EXPORT,2010,Dec,201012 Dec. 2010,0
HUN,064 Hungary,EXPORT,2011,Jan,201101 Jan. 2011,2.5
HUN,064 Hungary,EXPORT,2011,Feb,201102 Feb. 2011,0
HUN,064 Hungary,EXPORT,2011,Mrt,201103 Mar. 2011,0
HUN,064 Hungary,EXPORT,2011,Apr,201104 Apr. 2011,0
HUN,064 Hungary,EXPORT,2011,Mei,201105 May. 2011,33.8
HUN,064 Hungary,EXPORT,2011,Jun,201106 Jun. 2011,1.6
HUN,064 Hungary,EXPORT,2011,Jul,201107 Jul. 2011,0
HUN,064 Hungary,EXPORT,2011,Aug,201108 Aug. 2011,0
HUN,064 Hungary,EXPORT,2011,Sep,201109 Sep. 2011,0
HUN,064 Hungary,EXPORT,2011,Okt,201110 Oct. 2011,0
HUN,064 Hungary,EXPORT,2011,Nov,201111 Nov. 2011,6.2
HUN,064 Hungary,EXPORT,2011,Dec,201112 Dec. 2011,2
HUN,064 Hungary,EXPORT,2012,Jan,201201 Jan. 2012,24.8
HUN,064 Hungary,EXPORT,2012,Feb,201202 Feb. 2012,11.2
HUN,064 Hungary,EXPORT,2012,Mrt,201203 Mar. 2012,9
HUN,064 Hungary,EXPORT,2012,Apr,201204 Apr. 2012,11.8
HUN,064 Hungary,EXPORT,2012,Mei,201205 May. 2012,3.7
HUN,064 Hungary,EXPORT,2012,Jun,201206 Jun. 2012,2.6
HUN,064 Hungary,EXPORT,2012,Jul,201207 Jul. 2012,0
HUN,064 Hungary,EXPORT,2012,Aug,201208 Aug. 2012,3.3
HUN,064 Hungary,EXPORT,2012,Sep,201209 Sep. 2012,4.8
HUN,064 Hungary,EXPORT,2012,Okt,201210 Oct. 2012,9.5
HUN,064 Hungary,EXPORT,2012,Nov,201211 Nov. 2012,3.7
HUN,064 Hungary,EXPORT,2012,Dec,201212 Dec. 2012,6.9
HUN,064 Hungary,EXPORT,2013,Jan,201301 Jan. 2013,0.9
HUN,064 Hungary,EXPORT,2013,Feb,201302 Feb. 2013,2.5
HUN,064 Hungary,EXPORT,2013,Mrt,201303 Mar. 2013,0.9
HUN,064 Hungary,EXPORT,2013,Apr,201304 Apr. 2013,3
HUN,064 Hungary,EXPORT,2013,Mei,201305 May. 2013,0
HUN,064 Hungary,EXPORT,2013,Jun,201306 Jun. 2013,1
HUN,064 Hungary,EXPORT,2013,Jul,201307 Jul. 2013,3
HUN,064 Hungary,EXPORT,2013,Aug,201308 Aug. 2013,0
HUN,064 Hungary,EXPORT,2013,Sep,201309 Sep. 2013,2.7
HUN,064 Hungary,EXPORT,2013,Okt,201310 Oct. 2013,5.3
HUN,064 Hungary,EXPORT,2013,Nov,201311 Nov. 2013,15.9
HUN,064 Hungary,EXPORT,2013,Dec,201312 Dec. 2013,9.7
HUN,064 Hungary,EXPORT,2014,Jan,201401 Jan. 2014,15.6
HUN,064 Hungary,EXPORT,2014,Feb,201402 Feb. 2014,16
HUN,064 Hungary,EXPORT,2014,Mrt,201403 Mar. 2014,13
HUN,064 Hungary,EXPORT,2014,Apr,201404 Apr. 2014,18.5
HUN,064 Hungary,EXPORT,2014,Mei,201405 May. 2014,30.6
HUN,064 Hungary,EXPORT,2014,Jun,201406 Jun. 2014,22.4
HUN,064 Hungary,EXPORT,2014,Jul,201407 Jul. 2014,6.6
HUN,064 Hungary,EXPORT,2014,Aug,201408 Aug. 2014,8.5
HUN,064 Hungary,EXPORT,2014,Sep,201409 Sep. 2014,31.6
HUN,064 Hungary,EXPORT,2014,Okt,201410 Oct. 2014,6.1
HUN,064 Hungary,EXPORT,2014,Nov,201411 Nov. 2014,48.2
HUN,064 Hungary,EXPORT,2014,Dec,201412 Dec. 2014,11.8
HUN,064 Hungary,EXPORT,2015,Jan,201501 Jan. 2015,19.6
HUN,064 Hungary,EXPORT,2015,Feb,201502 Feb. 2015,18.6
HUN,064 Hungary,EXPORT,2015,Mrt,201503 Mar. 2015,12.7
HUN,064 Hungary,EXPORT,2015,Apr,201504 Apr. 2015,5.7
HUN,064 Hungary,EXPORT,2015,Mei,201505 May. 2015,14
HUN,064 Hungary,EXPORT,2015,Jun,201506 Jun. 2015,9
HUN,064 Hungary,EXPORT,2015,Jul,201507 Jul. 2015,19.1
HUN,064 Hungary,EXPORT,2015,Aug,201508 Aug. 2015,11.6
HUN,064 Hungary,EXPORT,2015,Sep,201509 Sep. 2015,13.2
HUN,064 Hungary,EXPORT,2015,Okt,201510 Oct. 2015,14.1
HUN,064 Hungary,EXPORT,2015,Nov,201511 Nov. 2015,44.2
HUN,064 Hungary,EXPORT,2015,Dec,201512 Dec. 2015,12.2
ROU,066 Romania,IMPORT,2010,Jan,201001 Jan. 2010,17.6
ROU,066 Romania,IMPORT,2010,Feb,201002 Feb. 2010,67.6
ROU,066 Romania,IMPORT,2010,Mrt,201003 Mar. 2010,63.6
ROU,066 Romania,IMPORT,2010,Apr,201004 Apr. 2010,42.5
ROU,066 Romania,IMPORT,2010,Mei,201005 May. 2010,59.8
ROU,066 Romania,IMPORT,2010,Jun,201006 Jun. 2010,40.4
ROU,066 Romania,IMPORT,2010,Jul,201007 Jul. 2010,25.3
ROU,066 Romania,IMPORT,2010,Aug,201008 Aug. 2010,15.9
ROU,066 Romania,IMPORT,2010,Sep,201009 Sep. 2010,15.8
ROU,066 Romania,IMPORT,2010,Okt,201010 Oct. 2010,18.9
ROU,066 Romania,IMPORT,2010,Nov,201011 Nov. 2010,54.1
ROU,066 Romania,IMPORT,2010,Dec,201012 Dec. 2010,78.4
ROU,066 Romania,IMPORT,2011,Jan,201101 Jan. 2011,43.5
ROU,066 Romania,IMPORT,2011,Feb,201102 Feb. 2011,31.6
ROU,066 Romania,IMPORT,2011,Mrt,201103 Mar. 2011,48.7
ROU,066 Romania,IMPORT,2011,Apr,201104 Apr. 2011,36.6
ROU,066 Romania,IMPORT,2011,Mei,201105 May. 2011,63.5
ROU,066 Romania,IMPORT,2011,Jun,201106 Jun. 2011,39
ROU,066 Romania,IMPORT,2011,Jul,201107 Jul. 2011,21.5
ROU,066 Romania,IMPORT,2011,Aug,201108 Aug. 2011,20.5
ROU,066 Romania,IMPORT,2011,Sep,201109 Sep. 2011,15.8
ROU,066 Romania,IMPORT,2011,Okt,201110 Oct. 2011,23.4
ROU,066 Romania,IMPORT,2011,Nov,201111 Nov. 2011,55.1
ROU,066 Romania,IMPORT,2011,Dec,201112 Dec. 2011,50.5
ROU,066 Romania,IMPORT,2012,Jan,201201 Jan. 2012,57.2
ROU,066 Romania,IMPORT,2012,Feb,201202 Feb. 2012,39.2
ROU,066 Romania,IMPORT,2012,Mrt,201203 Mar. 2012,47
ROU,066 Romania,IMPORT,2012,Apr,201204 Apr. 2012,85.2
ROU,066 Romania,IMPORT,2012,Mei,201205 May. 2012,118.8
ROU,066 Romania,IMPORT,2012,Jun,201206 Jun. 2012,51.1
ROU,066 Romania,IMPORT,2012,Jul,201207 Jul. 2012,49
ROU,066 Romania,IMPORT,2012,Aug,201208 Aug. 2012,52.5
ROU,066 Romania,IMPORT,2012,Sep,201209 Sep. 2012,65.8
ROU,066 Romania,IMPORT,2012,Okt,201210 Oct. 2012,55
ROU,066 Romania,IMPORT,2012,Nov,201211 Nov. 2012,113.5
ROU,066 Romania,IMPORT,2012,Dec,201212 Dec. 2012,124
ROU,066 Romania,IMPORT,2013,Jan,201301 Jan. 2013,84.6
ROU,066 Romania,IMPORT,2013,Feb,201302 Feb. 2013,137.7
ROU,066 Romania,IMPORT,2013,Mrt,201303 Mar. 2013,127.3
ROU,066 Romania,IMPORT,2013,Apr,201304 Apr. 2013,146.1
ROU,066 Romania,IMPORT,2013,Mei,201305 May. 2013,112.3
ROU,066 Romania,IMPORT,2013,Jun,201306 Jun. 2013,104.2
ROU,066 Romania,IMPORT,2013,Jul,201307 Jul. 2013,68.6
ROU,066 Romania,IMPORT,2013,Aug,201308 Aug. 2013,74.9
ROU,066 Romania,IMPORT,2013,Sep,201309 Sep. 2013,111.9
ROU,066 Romania,IMPORT,2013,Okt,201310 Oct. 2013,106.3
ROU,066 Romania,IMPORT,2013,Nov,201311 Nov. 2013,158.7
ROU,066 Romania,IMPORT,2013,Dec,201312 Dec. 2013,163.2
ROU,066 Romania,IMPORT,2014,Jan,201401 Jan. 2014,206.8
ROU,066 Romania,IMPORT,2014,Feb,201402 Feb. 2014,167.6
ROU,066 Romania,IMPORT,2014,Mrt,201403 Mar. 2014,280.8
ROU,066 Romania,IMPORT,2014,Apr,201404 Apr. 2014,267.7
ROU,066 Romania,IMPORT,2014,Mei,201405 May. 2014,209.3
ROU,066 Romania,IMPORT,2014,Jun,201406 Jun. 2014,154.2
ROU,066 Romania,IMPORT,2014,Jul,201407 Jul. 2014,121.7
ROU,066 Romania,IMPORT,2014,Aug,201408 Aug. 2014,125
ROU,066 Romania,IMPORT,2014,Sep,201409 Sep. 2014,131
ROU,066 Romania,IMPORT,2014,Okt,201410 Oct. 2014,178.6
ROU,066 Romania,IMPORT,2014,Nov,201411 Nov. 2014,324.8
ROU,066 Romania,IMPORT,2014,Dec,201412 Dec. 2014,294.3
ROU,066 Romania,IMPORT,2015,Jan,201501 Jan. 2015,306.8
ROU,066 Romania,IMPORT,2015,Feb,201502 Feb. 2015,275.9
ROU,066 Romania,IMPORT,2015,Mrt,201503 Mar. 2015,295.6
ROU,066 Romania,IMPORT,2015,Apr,201504 Apr. 2015,209.4
ROU,066 Romania,IMPORT,2015,Mei,201505 May. 2015,226.6
ROU,066 Romania,IMPORT,2015,Jun,201506 Jun. 2015,227.5
ROU,066 Romania,IMPORT,2015,Jul,201507 Jul. 2015,128.4
ROU,066 Romania,IMPORT,2015,Aug,201508 Aug. 2015,161.1
ROU,066 Romania,IMPORT,2015,Sep,201509 Sep. 2015,128.2
ROU,066 Romania,IMPORT,2015,Okt,201510 Oct. 2015,250.4
ROU,066 Romania,IMPORT,2015,Nov,201511 Nov. 2015,401
ROU,066 Romania,IMPORT,2015,Dec,201512 Dec. 2015,401.6
ROU,066 Romania,EXPORT,2010,Jan,201001 Jan. 2010,0.7
ROU,066 Romania,EXPORT,2010,Feb,201002 Feb. 2010,0.6
ROU,066 Romania,EXPORT,2010,Mrt,201003 Mar. 2010,1.5
ROU,066 Romania,EXPORT,2010,Apr,201004 Apr. 2010,0.6
ROU,066 Romania,EXPORT,2010,Mei,201005 May. 2010,0.7
ROU,066 Romania,EXPORT,2010,Jun,201006 Jun. 2010,1
ROU,066 Romania,EXPORT,2010,Jul,201007 Jul. 2010,0.5
ROU,066 Romania,EXPORT,2010,Aug,201008 Aug. 2010,1.7
ROU,066 Romania,EXPORT,2010,Sep,201009 Sep. 2010,0.8
ROU,066 Romania,EXPORT,2010,Okt,201010 Oct. 2010,0.3
ROU,066 Romania,EXPORT,2010,Nov,201011 Nov. 2010,6.4
ROU,066 Romania,EXPORT,2010,Dec,201012 Dec. 2010,1.2
ROU,066 Romania,EXPORT,2011,Jan,201101 Jan. 2011,10.9
ROU,066 Romania,EXPORT,2011,Feb,201102 Feb. 2011,0.4
ROU,066 Romania,EXPORT,2011,Mrt,201103 Mar. 2011,1.8
ROU,066 Romania,EXPORT,2011,Apr,201104 Apr. 2011,2.8
ROU,066 Romania,EXPORT,2011,Mei,201105 May. 2011,17.3
ROU,066 Romania,EXPORT,2011,Jun,201106 Jun. 2011,5.7
ROU,066 Romania,EXPORT,2011,Jul,201107 Jul. 2011,9
ROU,066 Romania,EXPORT,2011,Aug,201108 Aug. 2011,5.2
ROU,066 Romania,EXPORT,2011,Sep,201109 Sep. 2011,4.1
ROU,066 Romania,EXPORT,2011,Okt,201110 Oct. 2011,3
ROU,066 Romania,EXPORT,2011,Nov,201111 Nov. 2011,26.1
ROU,066 Romania,EXPORT,2011,Dec,201112 Dec. 2011,44.6
ROU,066 Romania,EXPORT,2012,Jan,201201 Jan. 2012,39.5
ROU,066 Romania,EXPORT,2012,Feb,201202 Feb. 2012,17.6
ROU,066 Romania,EXPORT,2012,Mrt,201203 Mar. 2012,9.5
ROU,066 Romania,EXPORT,2012,Apr,201204 Apr. 2012,20.7
ROU,066 Romania,EXPORT,2012,Mei,201205 May. 2012,19.8
ROU,066 Romania,EXPORT,2012,Jun,201206 Jun. 2012,9.7
ROU,066 Romania,EXPORT,2012,Jul,201207 Jul. 2012,8
ROU,066 Romania,EXPORT,2012,Aug,201208 Aug. 2012,4.9
ROU,066 Romania,EXPORT,2012,Sep,201209 Sep. 2012,5.2
ROU,066 Romania,EXPORT,2012,Okt,201210 Oct. 2012,4.9
ROU,066 Romania,EXPORT,2012,Nov,201211 Nov. 2012,5.6
ROU,066 Romania,EXPORT,2012,Dec,201212 Dec. 2012,10
ROU,066 Romania,EXPORT,2013,Jan,201301 Jan. 2013,4.1
ROU,066 Romania,EXPORT,2013,Feb,201302 Feb. 2013,6.1
ROU,066 Romania,EXPORT,2013,Mrt,201303 Mar. 2013,10.6
ROU,066 Romania,EXPORT,2013,Apr,201304 Apr. 2013,6.6
ROU,066 Romania,EXPORT,2013,Mei,201305 May. 2013,4.1
ROU,066 Romania,EXPORT,2013,Jun,201306 Jun. 2013,3.9
ROU,066 Romania,EXPORT,2013,Jul,201307 Jul. 2013,4.3
ROU,066 Romania,EXPORT,2013,Aug,201308 Aug. 2013,4.7
ROU,066 Romania,EXPORT,2013,Sep,201309 Sep. 2013,3.2
ROU,066 Romania,EXPORT,2013,Okt,201310 Oct. 2013,3.6
ROU,066 Romania,EXPORT,2013,Nov,201311 Nov. 2013,2.2
ROU,066 Romania,EXPORT,2013,Dec,201312 Dec. 2013,2.3
ROU,066 Romania,EXPORT,2014,Jan,201401 Jan. 2014,5.1
ROU,066 Romania,EXPORT,2014,Feb,201402 Feb. 2014,3.3
ROU,066 Romania,EXPORT,2014,Mrt,201403 Mar. 2014,2.8
ROU,066 Romania,EXPORT,2014,Apr,201404 Apr. 2014,12
ROU,066 Romania,EXPORT,2014,Mei,201405 May. 2014,6.1
ROU,066 Romania,EXPORT,2014,Jun,201406 Jun. 2014,2.2
ROU,066 Romania,EXPORT,2014,Jul,201407 Jul. 2014,0.9
ROU,066 Romania,EXPORT,2014,Aug,201408 Aug. 2014,3.1
ROU,066 Romania,EXPORT,2014,Sep,201409 Sep. 2014,4
ROU,066 Romania,EXPORT,2014,Okt,201410 Oct. 2014,3.5
ROU,066 Romania,EXPORT,2014,Nov,201411 Nov. 2014,3.2
ROU,066 Romania,EXPORT,2014,Dec,201412 Dec. 2014,5.5
ROU,066 Romania,EXPORT,2015,Jan,201501 Jan. 2015,2.9
ROU,066 Romania,EXPORT,2015,Feb,201502 Feb. 2015,2.3
ROU,066 Romania,EXPORT,2015,Mrt,201503 Mar. 2015,2.8
ROU,066 Romania,EXPORT,2015,Apr,201504 Apr. 2015,4.4
ROU,066 Romania,EXPORT,2015,Mei,201505 May. 2015,3.3
ROU,066 Romania,EXPORT,2015,Jun,201506 Jun. 2015,0
ROU,066 Romania,EXPORT,2015,Jul,201507 Jul. 2015,0
ROU,066 Romania,EXPORT,2015,Aug,201508 Aug. 2015,0
ROU,066 Romania,EXPORT,2015,Sep,201509 Sep. 2015,0.1
ROU,066 Romania,EXPORT,2015,Okt,201510 Oct. 2015,0
ROU,066 Romania,EXPORT,2015,Nov,201511 Nov. 2015,0.1
ROU,066 Romania,EXPORT,2015,Dec,201512 Dec. 2015,1
BGR,068 Bulgaria,IMPORT,2010,Jan,201001 Jan. 2010,8.2
BGR,068 Bulgaria,IMPORT,2010,Feb,201002 Feb. 2010,6.7
BGR,068 Bulgaria,IMPORT,2010,Mrt,201003 Mar. 2010,18.5
BGR,068 Bulgaria,IMPORT,2010,Apr,201004 Apr. 2010,17.3
BGR,068 Bulgaria,IMPORT,2010,Mei,201005 May. 2010,5.6
BGR,068 Bulgaria,IMPORT,2010,Jun,201006 Jun. 2010,10.6
BGR,068 Bulgaria,IMPORT,2010,Jul,201007 Jul. 2010,15.3
BGR,068 Bulgaria,IMPORT,2010,Aug,201008 Aug. 2010,7.6
BGR,068 Bulgaria,IMPORT,2010,Sep,201009 Sep. 2010,12.6
BGR,068 Bulgaria,IMPORT,2010,Okt,201010 Oct. 2010,13.5
BGR,068 Bulgaria,IMPORT,2010,Nov,201011 Nov. 2010,14.9
BGR,068 Bulgaria,IMPORT,2010,Dec,201012 Dec. 2010,20.3
BGR,068 Bulgaria,IMPORT,2011,Jan,201101 Jan. 2011,15.4
BGR,068 Bulgaria,IMPORT,2011,Feb,201102 Feb. 2011,22.4
BGR,068 Bulgaria,IMPORT,2011,Mrt,201103 Mar. 2011,13.8
BGR,068 Bulgaria,IMPORT,2011,Apr,201104 Apr. 2011,33
BGR,068 Bulgaria,IMPORT,2011,Mei,201105 May. 2011,24.7
BGR,068 Bulgaria,IMPORT,2011,Jun,201106 Jun. 2011,29.9
