CODE,DECLARANT,FLOW,YEAR,MONTH,PERIOD,QUANTITY_TON
DNK,008 Denmark,EXPORT,2013,Jun,201306 Jun. 2013,12.4
DNK,008 Denmark,EXPORT,2013,Jul,201307 Jul. 2013,20.2
DNK,008 Denmark,EXPORT,2013,Aug,201308 Aug. 2013,16.6
DNK,008 Denmark,EXPORT,2013,Sep,201309 Sep. 2013,11.6
DNK,008 Denmark,EXPORT,2013,Okt,201310 Oct. 2013,13.1
DNK,008 Denmark,EXPORT,2013,Nov,201311 Nov. 2013,14.5
DNK,008 Denmark,EXPORT,2013,Dec,201312 Dec. 2013,25.1
DNK,008 Denmark,EXPORT,2014,Jan,201401 Jan. 2014,17.3
DNK,008 Denmark,EXPORT,2014,Feb,201402 Feb. 2014,27.8
DNK,008 Denmark,EXPORT,2014,Mrt,201403 Mar. 2014,18.2
DNK,008 Denmark,EXPORT,2014,Apr,201404 Apr. 2014,18.2
DNK,008 Denmark,EXPORT,2014,Mei,201405 May. 2014,21.3
DNK,008 Denmark,EXPORT,2014,Jun,201406 Jun. 2014,20.3
DNK,008 Denmark,EXPORT,2014,Jul,201407 Jul. 2014,20.6
DNK,008 Denmark,EXPORT,2014,Aug,201408 Aug. 2014,27.1
DNK,008 Denmark,EXPORT,2014,Sep,201409 Sep. 2014,21.3
DNK,008 Denmark,EXPORT,2014,Okt,201410 Oct. 2014,27.2
DNK,008 Denmark,EXPORT,2014,Nov,201411 Nov. 2014,20
DNK,008 Denmark,EXPORT,2014,Dec,201412 Dec. 2014,21.3
DNK,008 Denmark,EXPORT,2015,Jan,201501 Jan. 2015,26.4
DNK,008 Denmark,EXPORT,2015,Feb,201502 Feb. 2015,23.5
DNK,008 Denmark,EXPORT,2015,Mrt,201503 Mar. 2015,30.8
DNK,008 Denmark,EXPORT,2015,Apr,201504 Apr. 2015,33.2
DNK,008 Denmark,EXPORT,2015,Mei,201505 May. 2015,27.7
DNK,008 Denmark,EXPORT,2015,Jun,201506 Jun. 2015,34.4
DNK,008 Denmark,EXPORT,2015,Jul,201507 Jul. 2015,33.8
DNK,008 Denmark,EXPORT,2015,Aug,201508 Aug. 2015,41.4
DNK,008 Denmark,EXPORT,2015,Sep,201509 Sep. 2015,31.6
DNK,008 Denmark,EXPORT,2015,Okt,201510 Oct. 2015,27.5
DNK,008 Denmark,EXPORT,2015,Nov,201511 Nov. 2015,28.4
DNK,008 Denmark,EXPORT,2015,Dec,201512 Dec. 2015,24.6
GRC,009 Greece,IMPORT,2010,Jan,201001 Jan. 2010,25.4
GRC,009 Greece,IMPORT,2010,Feb,201002 Feb. 2010,39.3
GRC,009 Greece,IMPORT,2010,Mrt,201003 Mar. 2010,42
GRC,009 Greece,IMPORT,2010,Apr,201004 Apr. 2010,36.1
GRC,009 Greece,IMPORT,2010,Mei,201005 May. 2010,32.6
GRC,009 Greece,IMPORT,2010,Jun,201006 Jun. 2010,89.1
GRC,009 Greece,IMPORT,2010,Jul,201007 Jul. 2010,70.1
GRC,009 Greece,IMPORT,2010,Aug,201008 Aug. 2010,104.5
GRC,009 Greece,IMPORT,2010,Sep,201009 Sep. 2010,120.1
GRC,009 Greece,IMPORT,2010,Okt,201010 Oct. 2010,80.7
GRC,009 Greece,IMPORT,2010,Nov,201011 Nov. 2010,41.9
GRC,009 Greece,IMPORT,2010,Dec,201012 Dec. 2010,39.2
GRC,009 Greece,IMPORT,2011,Jan,201101 Jan. 2011,29.3
GRC,009 Greece,IMPORT,2011,Feb,201102 Feb. 2011,62.4
GRC,009 Greece,IMPORT,2011,Mrt,201103 Mar. 2011,58.7
GRC,009 Greece,IMPORT,2011,Apr,201104 Apr. 2011,75.4
GRC,009 Greece,IMPORT,2011,Mei,201105 May. 2011,115.3
GRC,009 Greece,IMPORT,2011,Jun,201106 Jun. 2011,89.4
GRC,009 Greece,IMPORT,2011,Jul,201107 Jul. 2011,115.4
GRC,009 Greece,IMPORT,2011,Aug,201108 Aug. 2011,133.4
GRC,009 Greece,IMPORT,2011,Sep,201109 Sep. 2011,99.4
GRC,009 Greece,IMPORT,2011,Okt,201110 Oct. 2011,58
GRC,009 Greece,IMPORT,2011,Nov,201111 Nov. 2011,155.5
GRC,009 Greece,IMPORT,2011,Dec,201112 Dec. 2011,38.1
GRC,009 Greece,IMPORT,2012,Jan,201201 Jan. 2012,32.7
GRC,009 Greece,IMPORT,2012,Feb,201202 Feb. 2012,55.5
GRC,009 Greece,IMPORT,2012,Mrt,201203 Mar. 2012,48
GRC,009 Greece,IMPORT,2012,Apr,201204 Apr. 2012,66.9
GRC,009 Greece,IMPORT,2012,Mei,201205 May. 2012,104.6
GRC,009 Greece,IMPORT,2012,Jun,201206 Jun. 2012,118.9
GRC,009 Greece,IMPORT,2012,Jul,201207 Jul. 2012,123.4
GRC,009 Greece,IMPORT,2012,Aug,201208 Aug. 2012,86.1
GRC,009 Greece,IMPORT,2012,Sep,201209 Sep. 2012,92.5
GRC,009 Greece,IMPORT,2012,Okt,201210 Oct. 2012,56.8
GRC,009 Greece,IMPORT,2012,Nov,201211 Nov. 2012,6.2
GRC,009 Greece,IMPORT,2012,Dec,201212 Dec. 2012,56.2
GRC,009 Greece,IMPORT,2013,Jan,201301 Jan. 2013,29.2
GRC,009 Greece,IMPORT,2013,Feb,201302 Feb. 2013,45.2
GRC,009 Greece,IMPORT,2013,Mrt,201303 Mar. 2013,136.5
GRC,009 Greece,IMPORT,2013,Apr,201304 Apr. 2013,151.1
GRC,009 Greece,IMPORT,2013,Mei,201305 May. 2013,117.1
GRC,009 Greece,IMPORT,2013,Jun,201306 Jun. 2013,142.7
GRC,009 Greece,IMPORT,2013,Jul,201307 Jul. 2013,108.2
GRC,009 Greece,IMPORT,2013,Aug,201308 Aug. 2013,124.5
GRC,009 Greece,IMPORT,2013,Sep,201309 Sep. 2013,174.3
GRC,009 Greece,IMPORT,2013,Okt,201310 Oct. 2013,40.3
GRC,009 Greece,IMPORT,2013,Nov,201311 Nov. 2013,31.3
GRC,009 Greece,IMPORT,2013,Dec,201312 Dec. 2013,64.6
GRC,009 Greece,IMPORT,2014,Jan,201401 Jan. 2014,21.1
GRC,009 Greece,IMPORT,2014,Feb,201402 Feb. 2014,37.8
GRC,009 Greece,IMPORT,2014,Mrt,201403 Mar. 2014,69.3
GRC,009 Greece,IMPORT,2014,Apr,201404 Apr. 2014,187.4
GRC,009 Greece,IMPORT,2014,Mei,201405 May. 2014,186.2
GRC,009 Greece,IMPORT,2014,Jun,201406 Jun. 2014,250.8
GRC,009 Greece,IMPORT,2014,Jul,201407 Jul. 2014,177.2
GRC,009 Greece,IMPORT,2014,Aug,201408 Aug. 2014,159.6
GRC,009 Greece,IMPORT,2014,Sep,201409 Sep. 2014,153.5
GRC,009 Greece,IMPORT,2014,Okt,201410 Oct. 2014,97.3
GRC,009 Greece,IMPORT,2014,Nov,201411 Nov. 2014,27.4
GRC,009 Greece,IMPORT,2014,Dec,201412 Dec. 2014,37.9
GRC,009 Greece,IMPORT,2015,Jan,201501 Jan. 2015,37.2
GRC,009 Greece,IMPORT,2015,Feb,201502 Feb. 2015,51.7
GRC,009 Greece,IMPORT,2015,Mrt,201503 Mar. 2015,137.3
GRC,009 Greece,IMPORT,2015,Apr,201504 Apr. 2015,202.5
GRC,009 Greece,IMPORT,2015,Mei,201505 May. 2015,327.6
GRC,009 Greece,IMPORT,2015,Jun,201506 Jun. 2015,227.6
GRC,009 Greece,IMPORT,2015,Jul,201507 Jul. 2015,170.6
GRC,009 Greece,IMPORT,2015,Aug,201508 Aug. 2015,170.1
GRC,009 Greece,IMPORT,2015,Sep,201509 Sep. 2015,153.6
GRC,009 Greece,IMPORT,2015,Okt,201510 Oct. 2015,111.6
GRC,009 Greece,IMPORT,2015,Nov,201511 Nov. 2015,22.9
GRC,009 Greece,IMPORT,2015,Dec,201512 Dec. 2015,5
GRC,009 Greece,EXPORT,2010,Jan,201001 Jan. 2010,69.3
GRC,009 Greece,EXPORT,2010,Feb,201002 Feb. 2010,100.9
GRC,009 Greece,EXPORT,2010,Mrt,201003 Mar. 2010,39
GRC,009 Greece,EXPORT,2010,Apr,201004 Apr. 2010,182.7
GRC,009 Greece,EXPORT,2010,Mei,201005 May. 2010,193.8
GRC,009 Greece,EXPORT,2010,Jun,201006 Jun. 2010,124.7
GRC,009 Greece,EXPORT,2010,Jul,201007 Jul. 2010,21.2
GRC,009 Greece,EXPORT,2010,Aug,201008 Aug. 2010,20.2
GRC,009 Greece,EXPORT,2010,Sep,201009 Sep. 2010,22.2
GRC,009 Greece,EXPORT,2010,Okt,201010 Oct. 2010,9.4
GRC,009 Greece,EXPORT,2010,Nov,201011 Nov. 2010,43.9
GRC,009 Greece,EXPORT,2010,Dec,201012 Dec. 2010,34.3
GRC,009 Greece,EXPORT,2011,Jan,201101 Jan. 2011,92.1
GRC,009 Greece,EXPORT,2011,Feb,201102 Feb. 2011,47.2
GRC,009 Greece,EXPORT,2011,Mrt,201103 Mar. 2011,11.7
GRC,009 Greece,EXPORT,2011,Apr,201104 Apr. 2011,63.3
GRC,009 Greece,EXPORT,2011,Mei,201105 May. 2011,49.7
GRC,009 Greece,EXPORT,2011,Jun,201106 Jun. 2011,24.8
GRC,009 Greece,EXPORT,2011,Jul,201107 Jul. 2011,9.4
GRC,009 Greece,EXPORT,2011,Aug,201108 Aug. 2011,46.6
GRC,009 Greece,EXPORT,2011,Sep,201109 Sep. 2011,30
GRC,009 Greece,EXPORT,2011,Okt,201110 Oct. 2011,6.9
GRC,009 Greece,EXPORT,2011,Nov,201111 Nov. 2011,44.2
GRC,009 Greece,EXPORT,2011,Dec,201112 Dec. 2011,15.7
GRC,009 Greece,EXPORT,2012,Jan,201201 Jan. 2012,98.1
GRC,009 Greece,EXPORT,2012,Feb,201202 Feb. 2012,54.4
GRC,009 Greece,EXPORT,2012,Mrt,201203 Mar. 2012,123.1
GRC,009 Greece,EXPORT,2012,Apr,201204 Apr. 2012,96.2
GRC,009 Greece,EXPORT,2012,Mei,201205 May. 2012,62.1
GRC,009 Greece,EXPORT,2012,Jun,201206 Jun. 2012,41.7
GRC,009 Greece,EXPORT,2012,Jul,201207 Jul. 2012,35.3
GRC,009 Greece,EXPORT,2012,Aug,201208 Aug. 2012,17.1
GRC,009 Greece,EXPORT,2012,Sep,201209 Sep. 2012,16.4
GRC,009 Greece,EXPORT,2012,Okt,201210 Oct. 2012,29.3
GRC,009 Greece,EXPORT,2012,Nov,201211 Nov. 2012,64.9
GRC,009 Greece,EXPORT,2012,Dec,201212 Dec. 2012,43.5
GRC,009 Greece,EXPORT,2013,Jan,201301 Jan. 2013,41.5
GRC,009 Greece,EXPORT,2013,Feb,201302 Feb. 2013,48.5
GRC,009 Greece,EXPORT,2013,Mrt,201303 Mar. 2013,125.9
GRC,009 Greece,EXPORT,2013,Apr,201304 Apr. 2013,44.7
GRC,009 Greece,EXPORT,2013,Mei,201305 May. 2013,30.1
GRC,009 Greece,EXPORT,2013,Jun,201306 Jun. 2013,13
GRC,009 Greece,EXPORT,2013,Jul,201307 Jul. 2013,17.5
GRC,009 Greece,EXPORT,2013,Aug,201308 Aug. 2013,11.7
GRC,009 Greece,EXPORT,2013,Sep,201309 Sep. 2013,19
GRC,009 Greece,EXPORT,2013,Okt,201310 Oct. 2013,44
GRC,009 Greece,EXPORT,2013,Nov,201311 Nov. 2013,48.7
GRC,009 Greece,EXPORT,2013,Dec,201312 Dec. 2013,77.3
GRC,009 Greece,EXPORT,2014,Jan,201401 Jan. 2014,83.4
GRC,009 Greece,EXPORT,2014,Feb,201402 Feb. 2014,71.2
GRC,009 Greece,EXPORT,2014,Mrt,201403 Mar. 2014,155.6
GRC,009 Greece,EXPORT,2014,Apr,201404 Apr. 2014,85.3
GRC,009 Greece,EXPORT,2014,Mei,201405 May. 2014,66.9
GRC,009 Greece,EXPORT,2014,Jun,201406 Jun. 2014,38.4
GRC,009 Greece,EXPORT,2014,Jul,201407 Jul. 2014,44.7
GRC,009 Greece,EXPORT,2014,Aug,201408 Aug. 2014,24.4
GRC,009 Greece,EXPORT,2014,Sep,201409 Sep. 2014,31.4
GRC,009 Greece,EXPORT,2014,Okt,201410 Oct. 2014,42.3
GRC,009 Greece,EXPORT,2014,Nov,201411 Nov. 2014,48.5
GRC,009 Greece,EXPORT,2014,Dec,201412 Dec. 2014,89.1
GRC,009 Greece,EXPORT,2015,Jan,201501 Jan. 2015,80.5
GRC,009 Greece,EXPORT,2015,Feb,201502 Feb. 2015,94.4
GRC,009 Greece,EXPORT,2015,Mrt,201503 Mar. 2015,96.9
GRC,009 Greece,EXPORT,2015,Apr,201504 Apr. 2015,87.4
GRC,009 Greece,EXPORT,2015,Mei,201505 May. 2015,86.4
GRC,009 Greece,EXPORT,2015,Jun,201506 Jun. 2015,36.8
GRC,009 Greece,EXPORT,2015,Jul,201507 Jul. 2015,20.4
GRC,009 Greece,EXPORT,2015,Aug,201508 Aug. 2015,61.6
GRC,009 Greece,EXPORT,2015,Sep,201509 Sep. 2015,43.6
GRC,009 Greece,EXPORT,2015,Okt,201510 Oct. 2015,70.5
GRC,009 Greece,EXPORT,2015,Nov,201511 Nov. 2015,103.8
GRC,009 Greece,EXPORT,2015,Dec,201512 Dec. 2015,109.7
PRT,010 Portugal,IMPORT,2010,Jan,201001 Jan. 2010,18.4
PRT,010 Portugal,IMPORT,2010,Feb,201002 Feb. 2010,19.2
PRT,010 Portugal,IMPORT,2010,Mrt,201003 Mar. 2010,21.5
PRT,010 Portugal,IMPORT,2010,Apr,201004 Apr. 2010,48
PRT,010 Portugal,IMPORT,2010,Mei,201005 May. 2010,48
PRT,010 Portugal,IMPORT,2010,Jun,201006 Jun. 2010,47.9
PRT,010 Portugal,IMPORT,2010,Jul,201007 Jul. 2010,113.1
PRT,010 Portugal,IMPORT,2010,Aug,201008 Aug. 2010,114.4
PRT,010 Portugal,IMPORT,2010,Sep,201009 Sep. 2010,71.3
PRT,010 Portugal,IMPORT,2010,Okt,201010 Oct. 2010,108.5
PRT,010 Portugal,IMPORT,2010,Nov,201011 Nov. 2010,47.5
PRT,010 Portugal,IMPORT,2010,Dec,201012 Dec. 2010,62.8
PRT,010 Portugal,IMPORT,2011,Jan,201101 Jan. 2011,72.9
PRT,010 Portugal,IMPORT,2011,Feb,201102 Feb. 2011,31.5
PRT,010 Portugal,IMPORT,2011,Mrt,201103 Mar. 2011,28.6
PRT,010 Portugal,IMPORT,2011,Apr,201104 Apr. 2011,17.2
PRT,010 Portugal,IMPORT,2011,Mei,201105 May. 2011,33.1
PRT,010 Portugal,IMPORT,2011,Jun,201106 Jun. 2011,42.5
PRT,010 Portugal,IMPORT,2011,Jul,201107 Jul. 2011,60.6
PRT,010 Portugal,IMPORT,2011,Aug,201108 Aug. 2011,73
PRT,010 Portugal,IMPORT,2011,Sep,201109 Sep. 2011,56.8
PRT,010 Portugal,IMPORT,2011,Okt,201110 Oct. 2011,45.8
PRT,010 Portugal,IMPORT,2011,Nov,201111 Nov. 2011,18.5
PRT,010 Portugal,IMPORT,2011,Dec,201112 Dec. 2011,17.5
PRT,010 Portugal,IMPORT,2012,Jan,201201 Jan. 2012,5.6
PRT,010 Portugal,IMPORT,2012,Feb,201202 Feb. 2012,7.6
PRT,010 Portugal,IMPORT,2012,Mrt,201203 Mar. 2012,13.1
PRT,010 Portugal,IMPORT,2012,Apr,201204 Apr. 2012,14.7
PRT,010 Portugal,IMPORT,2012,Mei,201205 May. 2012,46.2
PRT,010 Portugal,IMPORT,2012,Jun,201206 Jun. 2012,52.4
PRT,010 Portugal,IMPORT,2012,Jul,201207 Jul. 2012,74.3
PRT,010 Portugal,IMPORT,2012,Aug,201208 Aug. 2012,95.4
PRT,010 Portugal,IMPORT,2012,Sep,201209 Sep. 2012,58.4
PRT,010 Portugal,IMPORT,2012,Okt,201210 Oct. 2012,89.8
PRT,010 Portugal,IMPORT,2012,Nov,201211 Nov. 2012,95.3
PRT,010 Portugal,IMPORT,2012,Dec,201212 Dec. 2012,105.9
PRT,010 Portugal,IMPORT,2013,Jan,201301 Jan. 2013,93.1
PRT,010 Portugal,IMPORT,2013,Feb,201302 Feb. 2013,60.9
PRT,010 Portugal,IMPORT,2013,Mrt,201303 Mar. 2013,38.1
PRT,010 Portugal,IMPORT,2013,Apr,201304 Apr. 2013,45.2
PRT,010 Portugal,IMPORT,2013,Mei,201305 May. 2013,71.2
PRT,010 Portugal,IMPORT,2013,Jun,201306 Jun. 2013,87.1
PRT,010 Portugal,IMPORT,2013,Jul,201307 Jul. 2013,104.1
PRT,010 Portugal,IMPORT,2013,Aug,201308 Aug. 2013,106.4
PRT,010 Portugal,IMPORT,2013,Sep,201309 Sep. 2013,125.9
PRT,010 Portugal,IMPORT,2013,Okt,201310 Oct. 2013,246.3
PRT,010 Portugal,IMPORT,2013,Nov,201311 Nov. 2013,103.8
PRT,010 Portugal,IMPORT,2013,Dec,201312 Dec. 2013,44.8
PRT,010 Portugal,IMPORT,2014,Jan,201401 Jan. 2014,13.7
PRT,010 Portugal,IMPORT,2014,Feb,201402 Feb. 2014,30.7
PRT,010 Portugal,IMPORT,2014,Mrt,201403 Mar. 2014,37.1
PRT,010 Portugal,IMPORT,2014,Apr,201404 Apr. 2014,45.8
PRT,010 Portugal,IMPORT,2014,Mei,201405 May. 2014,155.5
PRT,010 Portugal,IMPORT,2014,Jun,201406 Jun. 2014,137.1
PRT,010 Portugal,IMPORT,2014,Jul,201407 Jul. 2014,107.5
PRT,010 Portugal,IMPORT,2014,Aug,201408 Aug. 2014,103.4
PRT,010 Portugal,IMPORT,2014,Sep,201409 Sep. 2014,125.6
PRT,010 Portugal,IMPORT,2014,Okt,201410 Oct. 2014,141.3
PRT,010 Portugal,IMPORT,2014,Nov,201411 Nov. 2014,128.8
PRT,010 Portugal,IMPORT,2014,Dec,201412 Dec. 2014,104.7
PRT,010 Portugal,IMPORT,2015,Jan,201501 Jan. 2015,56
PRT,010 Portugal,IMPORT,2015,Feb,201502 Feb. 2015,26.7
PRT,010 Portugal,IMPORT,2015,Mrt,201503 Mar. 2015,19.5
PRT,010 Portugal,IMPORT,2015,Apr,201504 Apr. 2015,116.4
PRT,010 Portugal,IMPORT,2015,Mei,201505 May. 2015,83.5
PRT,010 Portugal,IMPORT,2015,Jun,201506 Jun. 2015,117.9
PRT,010 Portugal,IMPORT,2015,Jul,201507 Jul. 2015,176.7
PRT,010 Portugal,IMPORT,2015,Aug,201508 Aug. 2015,126.5
PRT,010 Portugal,IMPORT,2015,Sep,201509 Sep. 2015,138.5
PRT,010 Portugal,IMPORT,2015,Okt,201510 Oct. 2015,135.4
PRT,010 Portugal,IMPORT,2015,Nov,201511 Nov. 2015,184.7
PRT,010 Portugal,IMPORT,2015,Dec,201512 Dec. 2015,152.1
PRT,010 Portugal,EXPORT,2010,Jan,201001 Jan. 2010,0.1
PRT,010 Portugal,EXPORT,2010,Feb,201002 Feb. 2010,0.1
PRT,010 Portugal,EXPORT,2010,Mrt,201003 Mar. 2010,0.5
PRT,010 Portugal,EXPORT,2010,Apr,201004 Apr. 2010,0.2
PRT,010 Portugal,EXPORT,2010,Mei,201005 May. 2010,0.2
PRT,010 Portugal,EXPORT,2010,Jun,201006 Jun. 2010,0.2
PRT,010 Portugal,EXPORT,2010,Jul,201007 Jul. 2010,44.3
PRT,010 Portugal,EXPORT,2010,Aug,201008 Aug. 2010,44.2
PRT,010 Portugal,EXPORT,2010,Sep,201009 Sep. 2010,0.1
PRT,010 Portugal,EXPORT,2010,Okt,201010 Oct. 2010,0
PRT,010 Portugal,EXPORT,2010,Nov,201011 Nov. 2010,0.2
PRT,010 Portugal,EXPORT,2010,Dec,201012 Dec. 2010,0.9
PRT,010 Portugal,EXPORT,2011,Jan,201101 Jan. 2011,50.1
PRT,010 Portugal,EXPORT,2011,Feb,201102 Feb. 2011,79.3
PRT,010 Portugal,EXPORT,2011,Mrt,201103 Mar. 2011,99.5
PRT,010 Portugal,EXPORT,2011,Apr,201104 Apr. 2011,110.5
PRT,010 Portugal,EXPORT,2011,Mei,201105 May. 2011,77.7
PRT,010 Portugal,EXPORT,2011,Jun,201106 Jun. 2011,17
PRT,010 Portugal,EXPORT,2011,Jul,201107 Jul. 2011,0.1
PRT,010 Portugal,EXPORT,2011,Aug,201108 Aug. 2011,2.4
PRT,010 Portugal,EXPORT,2011,Sep,201109 Sep. 2011,0.1
PRT,010 Portugal,EXPORT,2011,Okt,201110 Oct. 2011,0.3
PRT,010 Portugal,EXPORT,2011,Nov,201111 Nov. 2011,24.4
PRT,010 Portugal,EXPORT,2011,Dec,201112 Dec. 2011,32.4
PRT,010 Portugal,EXPORT,2012,Jan,201201 Jan. 2012,36.1
PRT,010 Portugal,EXPORT,2012,Feb,201202 Feb. 2012,74.8
PRT,010 Portugal,EXPORT,2012,Mrt,201203 Mar. 2012,97.6
PRT,010 Portugal,EXPORT,2012,Apr,201204 Apr. 2012,269.9
PRT,010 Portugal,EXPORT,2012,Mei,201205 May. 2012,67
PRT,010 Portugal,EXPORT,2012,Jun,201206 Jun. 2012,28.5
PRT,010 Portugal,EXPORT,2012,Jul,201207 Jul. 2012,32.3
PRT,010 Portugal,EXPORT,2012,Aug,201208 Aug. 2012,0
PRT,010 Portugal,EXPORT,2012,Sep,201209 Sep. 2012,0.4
PRT,010 Portugal,EXPORT,2012,Okt,201210 Oct. 2012,0
PRT,010 Portugal,EXPORT,2012,Nov,201211 Nov. 2012,0.1
PRT,010 Portugal,EXPORT,2012,Dec,201212 Dec. 2012,0.1
PRT,010 Portugal,EXPORT,2013,Jan,201301 Jan. 2013,2
PRT,010 Portugal,EXPORT,2013,Feb,201302 Feb. 2013,19.9
PRT,010 Portugal,EXPORT,2013,Mrt,201303 Mar. 2013,13.5
PRT,010 Portugal,EXPORT,2013,Apr,201304 Apr. 2013,37.9
PRT,010 Portugal,EXPORT,2013,Mei,201305 May. 2013,41.3
PRT,010 Portugal,EXPORT,2013,Jun,201306 Jun. 2013,27.5
PRT,010 Portugal,EXPORT,2013,Jul,201307 Jul. 2013,0.5
PRT,010 Portugal,EXPORT,2013,Aug,201308 Aug. 2013,1.4
PRT,010 Portugal,EXPORT,2013,Sep,201309 Sep. 2013,0.5
PRT,010 Portugal,EXPORT,2013,Okt,201310 Oct. 2013,4.5
PRT,010 Portugal,EXPORT,2013,Nov,201311 Nov. 2013,227
PRT,010 Portugal,EXPORT,2013,Dec,201312 Dec. 2013,59.6
PRT,010 Portugal,EXPORT,2014,Jan,201401 Jan. 2014,16.4
PRT,010 Portugal,EXPORT,2014,Feb,201402 Feb. 2014,67.9
PRT,010 Portugal,EXPORT,2014,Mrt,201403 Mar. 2014,110.4
PRT,010 Portugal,EXPORT,2014,Apr,201404 Apr. 2014,146.5
PRT,010 Portugal,EXPORT,2014,Mei,201405 May. 2014,254.2
PRT,010 Portugal,EXPORT,2014,Jun,201406 Jun. 2014,10.5
PRT,010 Portugal,EXPORT,2014,Jul,201407 Jul. 2014,0.4
PRT,010 Portugal,EXPORT,2014,Aug,201408 Aug. 2014,0.4
PRT,010 Portugal,EXPORT,2014,Sep,201409 Sep. 2014,1.6
PRT,010 Portugal,EXPORT,2014,Okt,201410 Oct. 2014,0.7
PRT,010 Portugal,EXPORT,2014,Nov,201411 Nov. 2014,10.4
PRT,010 Portugal,EXPORT,2014,Dec,201412 Dec. 2014,23.5
PRT,010 Portugal,EXPORT,2015,Jan,201501 Jan. 2015,214.6
PRT,010 Portugal,EXPORT,2015,Feb,201502 Feb. 2015,200
PRT,010 Portugal,EXPORT,2015,Mrt,201503 Mar. 2015,350.6
PRT,010 Portugal,EXPORT,2015,Apr,201504 Apr. 2015,460.6
PRT,010 Portugal,EXPORT,2015,Mei,201505 May. 2015,239.5
PRT,010 Portugal,EXPORT,2015,Jun,201506 Jun. 2015,210.2
PRT,010 Portugal,EXPORT,2015,Jul,201507 Jul. 2015,5.8
PRT,010 Portugal,EXPORT,2015,Aug,201508 Aug. 2015,2.7
PRT,010 Portugal,EXPORT,2015,Sep,201509 Sep. 2015,4.4
PRT,010 Portugal,EXPORT,2015,Okt,201510 Oct. 2015,2.1
PRT,010 Portugal,EXPORT,2015,Nov,201511 Nov. 2015,2.9
PRT,010 Portugal,EXPORT,2015,Dec,201512 Dec. 2015,44.3
ESP,011 Spain,IMPORT,2010,Jan,201001 Jan. 2010,1008.3
ESP,011 Spain,IMPORT,2010,Feb,201002 Feb. 2010,1135.9
ESP,011 Spain,IMPORT,2010,Mrt,201003 Mar. 2010,1083.4
ESP,011 Spain,IMPORT,2010,Apr,201004 Apr. 2010,1780.1
ESP,011 Spain,IMPORT,2010,Mei,201005 May. 2010,3586.9
ESP,011 Spain,IMPORT,2010,Jun,201006 Jun. 2010,4349.9
ESP,011 Spain,IMPORT,2010,Jul,201007 Jul. 2010,5231.9
ESP,011 Spain,IMPORT,2010,Aug,201008 Aug. 2010,5507.7
ESP,011 Spain,IMPORT,2010,Sep,201009 Sep. 2010,4579.4
ESP,011 Spain,IMPORT,2010,Okt,201010 Oct. 2010,2194.4
ESP,011 Spain,IMPORT,2010,Nov,201011 Nov. 2010,1525.2
ESP,011 Spain,IMPORT,2010,Dec,201012 Dec. 2010,839.5
ESP,011 Spain,IMPORT,2011,Jan,201101 Jan. 2011,483
ESP,011 Spain,IMPORT,2011,Feb,201102 Feb. 2011,510.2
ESP,011 Spain,IMPORT,2011,Mrt,201103 Mar. 2011,796.8
ESP,011 Spain,IMPORT,2011,Apr,201104 Apr. 2011,1151.5
ESP,011 Spain,IMPORT,2011,Mei,201105 May. 2011,3228
ESP,011 Spain,IMPORT,2011,Jun,201106 Jun. 2011,5960.3
ESP,011 Spain,IMPORT,2011,Jul,201107 Jul. 2011,5059.7
ESP,011 Spain,IMPORT,2011,Aug,201108 Aug. 2011,4679.3
ESP,011 Spain,IMPORT,2011,Sep,201109 Sep. 2011,3081.3
ESP,011 Spain,IMPORT,2011,Okt,201110 Oct. 2011,2824.3
ESP,011 Spain,IMPORT,2011,Nov,201111 Nov. 2011,1304.2
ESP,011 Spain,IMPORT,2011,Dec,201112 Dec. 2011,769.4
ESP,011 Spain,IMPORT,2012,Jan,201201 Jan. 2012,340.5
ESP,011 Spain,IMPORT,2012,Feb,201202 Feb. 2012,497.9
ESP,011 Spain,IMPORT,2012,Mrt,201203 Mar. 2012,1079.6
ESP,011 Spain,IMPORT,2012,Apr,201204 Apr. 2012,2053.3
ESP,011 Spain,IMPORT,2012,Mei,201205 May. 2012,3917.8
ESP,011 Spain,IMPORT,2012,Jun,201206 Jun. 2012,4310.4
ESP,011 Spain,IMPORT,2012,Jul,201207 Jul. 2012,4475.4
ESP,011 Spain,IMPORT,2012,Aug,201208 Aug. 2012,6430.5
ESP,011 Spain,IMPORT,2012,Sep,201209 Sep. 2012,5439.1
ESP,011 Spain,IMPORT,2012,Okt,201210 Oct. 2012,2608.7
ESP,011 Spain,IMPORT,2012,Nov,201211 Nov. 2012,1782.7
ESP,011 Spain,IMPORT,2012,Dec,201212 Dec. 2012,1125.2
ESP,011 Spain,IMPORT,2013,Jan,201301 Jan. 2013,620.4
ESP,011 Spain,IMPORT,2013,Feb,201302 Feb. 2013,658.7
ESP,011 Spain,IMPORT,2013,Mrt,201303 Mar. 2013,1509
ESP,011 Spain,IMPORT,2013,Apr,201304 Apr. 2013,2003.2
ESP,011 Spain,IMPORT,2013,Mei,201305 May. 2013,4583
ESP,011 Spain,IMPORT,2013,Jun,201306 Jun. 2013,5619
ESP,011 Spain,IMPORT,2013,Jul,201307 Jul. 2013,7454.3
ESP,011 Spain,IMPORT,2013,Aug,201308 Aug. 2013,6217.8
